"PC6","neighb_code","n_individuals","age_0_15","age_15_25","age_25_45","age_45_65","age_over65","female","male","Western","Non_Western","Dutch","education_low","education_middle","education_high","n_households","household_avg_size","children","couples_with_children","couples_without_children","singleparents","singles","no_children","neighb_name"
"2542HE","BU05183398",36,10,5,11,5,5,19,17,7,18,11,12,8,7,17,2.12,14,4,1,2,10,22,"Dreven en Gaarden"
"2542HG","BU05183398",37,8,4,10,8,7,20,17,1,23,13,13,9,7,17,2.18,13,4,3,2,8,24,"Dreven en Gaarden"
"2542HH","BU05183398",63,8,7,19,9,20,40,23,11,34,18,21,20,16,38,1.66,11,4,10,2,22,52,"Dreven en Gaarden"
"2542HJ","BU05183398",51,12,4,16,10,9,24,27,6,29,16,17,17,10,27,1.89,16,3,5,6,13,35,"Dreven en Gaarden"
"2542HK","BU05183398",60,13,11,17,10,9,36,24,11,33,16,17,12,18,29,2.07,21,7,3,6,13,39,"Dreven en Gaarden"
"2542HM","BU05183398",51,6,9,13,16,7,25,26,6,32,13,18,15,12,27,1.89,15,5,4,4,14,36,"Dreven en Gaarden"
"2542JA","BU05183387",50,10,9,5,20,6,20,30,3,26,21,14,13,15,23,2.17,19,7,1,2,13,31,"Venen, Oorden en Raden"
"2542JB","BU05183387",54,11,13,13,14,3,26,28,6,33,15,21,17,7,19,2.84,24,9,2,3,5,30,"Venen, Oorden en Raden"
"2542JC","BU05183387",44,9,6,5,15,9,25,19,4,28,12,12,11,11,19,2.32,15,8,2,1,8,29,"Venen, Oorden en Raden"
"2542JD","BU05183387",17,3,3,7,4,0,7,10,4,8,5,5,7,4,9,1.89,5,3,0,1,5,12,"Venen, Oorden en Raden"
"2542JE","BU05183387",42,10,6,17,7,2,23,19,10,22,10,7,10,16,23,1.83,11,6,2,1,14,31,"Venen, Oorden en Raden"
"2542JG","BU05183387",18,6,1,6,5,0,13,5,2,12,4,9,5,2,8,2.25,7,3,0,2,3,11,"Venen, Oorden en Raden"
"2542JH","BU05183396",17,4,2,7,4,0,6,11,2,9,6,2,6,5,10,1.7,5,1,1,1,7,12,"Zijden, Steden en Zichten"
"2542JJ","BU05183396",59,11,7,18,14,9,28,31,3,42,14,18,17,15,26,2.27,18,11,4,0,11,41,"Zijden, Steden en Zichten"
"2542JK","BU05183396",54,10,6,16,17,5,28,26,7,35,12,14,17,13,27,2,17,7,3,3,14,37,"Zijden, Steden en Zichten"
"2542JL","BU05183396",31,4,4,5,10,8,13,18,1,21,9,12,4,12,15,2.07,8,4,4,0,7,23,"Zijden, Steden en Zichten"
"2542JM","BU05183396",48,9,6,11,16,6,28,20,4,31,13,15,13,11,23,2.09,15,5,5,3,10,33,"Zijden, Steden en Zichten"
"2542JN","BU05183396",47,6,7,21,7,6,24,23,7,26,14,12,16,15,29,1.62,7,2,9,3,15,40,"Zijden, Steden en Zichten"
"2542JP","BU05183396",144,19,16,51,37,21,65,79,17,92,35,41,45,39,75,1.92,33,17,19,5,34,111,"Zijden, Steden en Zichten"
"2542JR","BU05183396",58,15,4,16,17,6,33,25,7,32,19,13,17,14,26,2.23,20,8,4,2,12,38,"Zijden, Steden en Zichten"
"2542JS","BU05183398",43,8,5,18,8,4,21,22,7,27,9,15,12,10,20,2.15,12,5,6,3,6,31,"Dreven en Gaarden"
"2542JT","BU05183398",27,7,2,11,2,5,13,14,3,17,7,9,4,7,12,2.25,7,3,5,2,2,20,"Dreven en Gaarden"
"2542JV","BU05183398",44,9,3,14,10,8,23,21,5,26,13,15,10,13,21,2.1,14,6,3,2,10,30,"Dreven en Gaarden"
"2542JW","BU05183398",44,10,5,12,11,6,18,26,5,27,12,18,7,9,20,2.2,15,5,4,3,8,29,"Dreven en Gaarden"
"2542JX","BU05183398",133,30,11,35,34,23,69,64,16,77,40,45,27,36,63,2.11,39,16,15,6,26,94,"Dreven en Gaarden"
"2542KA","BU05183396",54,12,8,20,10,4,25,29,9,35,10,13,17,14,26,2.08,19,7,2,5,12,35,"Zijden, Steden en Zichten"
"2542KB","BU05183396",105,28,5,40,19,13,51,54,13,65,27,33,24,24,47,2.23,32,15,11,2,19,73,"Zijden, Steden en Zichten"
"2542KC","BU05183398",65,16,14,13,14,8,32,33,7,41,17,13,11,22,25,2.6,26,10,4,4,7,39,"Dreven en Gaarden"
"2542KE","BU05183398",51,11,7,12,10,11,25,26,6,29,16,16,13,13,22,2.32,17,7,5,2,8,34,"Dreven en Gaarden"
"2542KG","BU05183398",54,9,7,18,8,12,28,26,7,32,15,15,17,17,29,1.86,12,7,6,1,15,42,"Dreven en Gaarden"
"2542KP","BU05183398",104,24,16,30,19,15,50,54,16,70,18,26,25,30,52,2,33,12,7,7,26,71,"Dreven en Gaarden"
"2542LA","BU05183398",28,4,3,8,9,4,11,17,7,12,9,11,4,8,15,1.87,7,3,3,1,8,21,"Dreven en Gaarden"
"2542LB","BU05183398",53,16,5,19,7,6,29,24,3,45,5,5,18,13,23,2.3,19,8,3,7,5,34,"Dreven en Gaarden"
"2542LC","BU05183398",41,8,6,13,11,3,26,15,6,31,4,10,7,17,20,2.05,13,4,4,2,10,28,"Dreven en Gaarden"
"2542LD","BU05183398",39,9,2,11,6,11,20,19,4,22,13,7,15,8,20,1.95,11,2,6,3,9,28,"Dreven en Gaarden"
"2542LE","BU05183398",39,9,4,17,6,3,21,18,6,26,7,11,11,8,15,2.6,15,6,3,2,4,24,"Dreven en Gaarden"
"2542LG","BU05183398",21,2,2,9,6,2,12,9,3,11,7,11,4,4,11,1.91,5,2,3,1,5,16,"Dreven en Gaarden"
"2542LH","BU05183398",58,8,4,22,9,15,31,27,7,35,16,15,10,25,28,2.07,14,7,9,2,10,44,"Dreven en Gaarden"
"2542LJ","BU05183398",56,11,7,20,3,15,26,30,5,38,13,13,16,14,26,2.15,17,8,5,2,11,39,"Dreven en Gaarden"
"2542LK","BU05183398",39,11,2,13,6,7,23,16,8,18,13,10,9,9,19,2.05,12,5,3,2,9,27,"Dreven en Gaarden"
"2542LL","BU05183398",37,5,4,7,9,12,20,17,9,15,13,10,16,7,19,1.95,9,2,7,2,8,28,"Dreven en Gaarden"
"2542LM","BU05183398",52,15,7,10,11,9,22,30,9,31,12,11,10,15,22,2.36,23,5,2,6,9,29,"Dreven en Gaarden"
"2542LN","BU05183398",29,4,3,9,5,8,14,15,6,17,6,11,8,7,15,1.93,8,5,1,1,8,21,"Dreven en Gaarden"
"2542LP","BU05183398",65,18,3,25,13,6,34,31,7,39,19,23,17,10,27,2.41,23,12,3,1,11,42,"Dreven en Gaarden"
"2542LR","BU05183398",33,7,2,7,7,10,17,16,5,17,11,5,14,10,18,1.83,9,3,3,2,10,24,"Dreven en Gaarden"
"2542LS","BU05183398",58,17,9,21,2,9,31,27,4,38,16,13,14,15,27,2.15,21,5,5,6,11,37,"Dreven en Gaarden"
"2542LT","BU05183398",29,7,4,9,7,2,19,10,5,11,13,9,10,3,13,2.23,12,1,3,5,4,17,"Dreven en Gaarden"
"2542LV","BU05183398",41,10,4,6,12,9,22,19,3,22,16,11,11,10,20,2.05,14,4,3,4,9,27,"Dreven en Gaarden"
"2542LW","BU05183398",49,12,5,18,11,3,24,25,8,25,16,19,6,14,22,2.23,15,9,3,0,10,34,"Dreven en Gaarden"
"2542LX","BU05183398",43,9,6,8,11,9,25,18,3,24,16,15,10,11,20,2.15,14,5,4,3,8,29,"Dreven en Gaarden"
"2542LZ","BU05183398",41,7,6,11,12,5,18,23,5,27,9,9,13,10,24,1.71,11,2,4,5,13,30,"Dreven en Gaarden"
"2542NA","BU05183398",49,7,5,12,11,14,25,24,6,28,15,16,16,10,27,1.81,12,5,5,1,16,37,"Dreven en Gaarden"
"2542NB","BU05183398",32,8,4,15,1,4,19,13,5,17,10,9,11,6,16,2,9,4,3,1,8,23,"Dreven en Gaarden"
"2542NC","BU05183398",47,12,4,19,6,6,22,25,9,22,16,13,13,10,23,2.04,15,5,4,5,9,32,"Dreven en Gaarden"
"2542ND","BU05183398",49,11,3,13,14,8,23,26,4,29,16,17,8,14,23,2.13,13,8,5,1,9,36,"Dreven en Gaarden"
"2542NE","BU05183398",54,12,6,19,8,9,28,26,6,27,21,17,15,10,28,1.93,17,5,4,5,14,37,"Dreven en Gaarden"
"2542NG","BU05183398",26,5,2,9,6,4,12,14,3,20,3,9,4,8,14,1.86,7,4,1,1,8,19,"Dreven en Gaarden"
"2542NH","BU05183398",43,8,7,12,9,7,25,18,5,26,12,13,13,10,19,2.26,14,5,5,4,5,29,"Dreven en Gaarden"
"2542NJ","BU05183398",47,14,5,17,6,5,21,26,3,32,12,12,10,13,22,2.14,17,5,3,3,11,30,"Dreven en Gaarden"
"2542NK","BU05183398",62,15,5,19,11,12,34,28,8,42,12,9,21,20,27,2.3,23,9,3,4,11,39,"Dreven en Gaarden"
"2542NL","BU05183398",47,11,6,5,13,12,29,18,6,27,14,12,19,7,19,2.47,18,6,4,3,6,29,"Dreven en Gaarden"
"2542NM","BU05183398",40,8,2,9,10,11,23,17,3,24,13,11,9,11,21,1.9,9,5,5,2,9,31,"Dreven en Gaarden"
"2542NN","BU05183398",14,2,0,7,4,1,6,8,3,8,3,5,7,1,10,1.4,2,1,1,0,8,12,"Dreven en Gaarden"
"2542NP","BU05183398",44,6,7,4,17,10,22,22,5,24,15,9,16,15,21,2.1,12,7,4,0,10,32,"Dreven en Gaarden"
"2542NR","BU05183398",17,4,2,2,6,3,12,5,2,8,7,4,5,4,7,2.43,6,3,1,0,3,11,"Dreven en Gaarden"
"2542NS","BU05183398",29,4,1,8,10,6,15,14,0,20,9,13,4,9,18,1.61,5,3,3,1,11,24,"Dreven en Gaarden"
"2542NT","BU05183398",30,7,3,11,5,4,16,14,3,21,6,11,8,5,16,1.88,10,3,1,4,8,20,"Dreven en Gaarden"
"2542NV","BU05183398",32,9,1,11,9,2,20,12,4,16,12,8,5,10,14,2.29,11,6,1,1,6,21,"Dreven en Gaarden"
"2542NW","BU05183398",17,4,3,6,1,3,8,9,1,10,6,6,3,4,10,1.7,5,0,2,2,6,12,"Dreven en Gaarden"
"2542NX","BU05183398",2,0,0,1,1,0,1,1,1,1,0,1,1,0,2,1,0,0,0,0,2,2,"Dreven en Gaarden"
"2542PA","BU05183398",64,16,9,19,14,6,34,30,7,41,16,20,15,17,27,2.37,23,11,3,6,7,41,"Dreven en Gaarden"
"2542PB","BU05183398",62,14,7,19,15,7,35,27,9,41,12,13,20,17,29,2.14,21,9,3,4,13,41,"Dreven en Gaarden"
"2542PC","BU05183398",89,21,10,30,20,8,45,44,12,53,24,31,21,20,42,2.12,29,10,8,6,18,60,"Dreven en Gaarden"
"2542PD","BU05183398",30,4,6,8,3,9,14,16,5,15,10,12,7,7,14,2.14,9,4,3,0,7,21,"Dreven en Gaarden"
"2542PE","BU05183398",32,7,1,11,5,8,17,15,1,24,7,12,8,7,17,1.88,9,2,4,5,6,23,"Dreven en Gaarden"
"2542PK","BU05183398",28,2,6,9,5,6,15,13,6,13,9,10,7,8,15,1.87,6,3,4,2,6,22,"Dreven en Gaarden"
"2542PL","BU05183398",50,11,3,18,9,9,28,22,8,23,19,20,11,10,25,2,16,4,5,6,10,34,"Dreven en Gaarden"
"2542PM","BU05183398",62,11,8,16,11,16,33,29,8,39,15,22,16,13,27,2.3,20,6,9,4,8,42,"Dreven en Gaarden"
"2542PN","BU05183398",60,11,6,20,16,7,27,33,5,41,14,17,15,18,33,1.82,17,6,4,4,19,43,"Dreven en Gaarden"
"2542PP","BU05183398",64,15,3,16,18,12,34,30,4,45,15,22,16,17,31,2.06,19,9,5,5,12,45,"Dreven en Gaarden"
"2542PS","BU05183480",104,19,14,35,34,2,51,53,20,56,28,28,30,28,48,2.17,31,13,12,4,19,73,"Morgenstond-Zuid"
"2542PT","BU05183480",74,13,10,22,24,5,33,41,21,35,18,19,14,26,41,1.8,21,9,3,4,25,53,"Morgenstond-Zuid"
"2542PV","BU05183480",94,19,10,36,21,8,47,47,20,50,24,24,34,23,44,2.14,29,15,6,3,20,65,"Morgenstond-Zuid"
"2542PW","BU05183480",90,17,11,28,24,10,45,45,17,49,24,16,29,27,45,2,30,10,5,7,23,60,"Morgenstond-Zuid"
"2542RA","BU05183480",50,12,6,20,8,4,28,22,8,31,11,13,11,14,22,2.27,19,6,3,4,9,31,"Morgenstond-Zuid"
"2542RB","BU05183480",51,9,8,14,15,5,27,24,9,30,12,17,12,15,22,2.32,17,9,3,2,8,34,"Morgenstond-Zuid"
"2542RC","BU05183480",49,8,5,23,8,5,24,25,10,28,11,8,22,13,28,1.75,11,6,4,1,17,38,"Morgenstond-Zuid"
"2542RD","BU05183480",41,6,6,13,13,3,17,24,4,26,11,10,10,14,22,1.86,12,5,2,1,14,29,"Morgenstond-Zuid"
"2542RE","BU05183480",27,5,4,9,6,3,15,12,5,14,8,11,6,4,12,2.25,8,4,3,1,4,19,"Morgenstond-Zuid"
"2542RG","BU05183480",40,6,5,13,9,7,19,21,7,22,11,9,13,12,20,2,10,4,6,1,9,30,"Morgenstond-Zuid"
"2542TC","BU05183398",31,9,2,10,8,2,15,16,4,20,7,9,13,2,13,2.38,11,4,3,2,4,20,"Dreven en Gaarden"
"2542TD","BU05183398",92,20,9,25,20,18,53,39,15,54,23,28,25,22,46,2,27,12,7,5,22,65,"Dreven en Gaarden"
"2542TE","BU05183398",72,18,11,20,14,9,38,34,11,37,24,19,19,16,33,2.18,25,11,3,4,15,47,"Dreven en Gaarden"
"2542TG","BU05183398",27,7,3,8,7,2,13,14,6,16,5,8,10,5,11,2.45,10,5,1,1,4,17,"Dreven en Gaarden"
"2542TH","BU05183398",28,7,4,6,6,5,14,14,6,13,9,5,9,9,13,2.15,9,5,1,1,6,19,"Dreven en Gaarden"
"2542TJ","BU05183398",112,25,11,30,28,18,57,55,15,75,22,35,24,31,51,2.2,38,15,8,7,21,74,"Dreven en Gaarden"
"2542TK","BU05183398",76,12,11,24,16,13,43,33,10,43,23,20,24,21,42,1.81,19,7,8,5,22,57,"Dreven en Gaarden"
"2542TL","BU05183398",34,5,3,8,8,10,17,17,6,17,11,9,7,13,17,2,9,5,3,0,9,25,"Dreven en Gaarden"
"2542TM","BU05183398",47,10,2,13,12,10,24,23,4,31,12,15,13,12,21,2.24,17,6,3,3,9,30,"Dreven en Gaarden"
"2542TN","BU05183398",54,14,2,15,13,10,23,31,2,32,20,8,13,21,27,2,18,8,1,3,15,36,"Dreven en Gaarden"
"2542TP","BU05183398",38,7,5,12,9,5,23,15,4,21,13,10,14,10,21,1.81,10,3,4,2,12,28,"Dreven en Gaarden"
"2542TR","BU05183398",48,9,6,16,8,9,24,24,4,35,9,13,10,15,27,1.78,13,4,4,4,15,35,"Dreven en Gaarden"
"2542TS","BU05183398",26,2,3,12,5,4,11,15,4,14,8,4,11,9,16,1.62,2,2,6,0,8,24,"Dreven en Gaarden"
"2542TT","BU05183398",24,3,4,8,7,2,13,11,2,14,8,10,4,8,13,1.85,6,4,1,1,7,18,"Dreven en Gaarden"
"2542TV","BU05183398",55,11,8,19,5,12,32,23,11,32,12,16,12,19,26,2.12,16,5,8,3,10,39,"Dreven en Gaarden"
"2542TW","BU05183398",68,15,9,21,14,9,33,35,9,44,15,22,16,20,36,1.89,19,6,7,5,18,49,"Dreven en Gaarden"
"2542TX","BU05183398",87,22,9,23,20,13,50,37,15,50,22,27,21,21,38,2.29,30,10,9,5,14,57,"Dreven en Gaarden"
"2542TZ","BU05183398",89,23,10,22,27,7,43,46,11,52,26,27,24,21,37,2.41,32,13,7,5,12,57,"Dreven en Gaarden"
"2542VK","BU05183398",55,10,9,11,17,8,29,26,4,37,14,18,14,16,29,1.9,17,7,2,2,18,38,"Dreven en Gaarden"
"2542VL","BU05183398",45,14,8,12,8,3,18,27,4,23,18,11,16,6,18,2.5,21,6,0,6,6,24,"Dreven en Gaarden"
"2542VM","BU05183398",60,16,9,15,10,10,26,34,5,35,20,12,22,11,24,2.5,23,8,5,4,7,37,"Dreven en Gaarden"
"2542VN","BU05183398",79,15,7,23,23,11,41,38,8,52,19,18,19,28,39,2.03,23,11,6,6,16,56,"Dreven en Gaarden"
"2542VP","BU05183398",30,4,3,9,10,4,15,15,6,19,5,9,8,11,16,1.88,7,3,4,2,7,23,"Dreven en Gaarden"
"2542VR","BU05183398",24,5,2,6,4,7,13,11,2,14,8,8,5,6,10,2.4,7,3,4,1,2,17,"Dreven en Gaarden"
"2542VS","BU05183398",15,2,2,5,1,5,6,9,1,8,6,3,5,5,10,1.5,2,1,2,0,7,13,"Dreven en Gaarden"
"2542VT","BU05183398",27,2,4,12,7,2,13,14,3,17,7,7,8,11,17,1.59,5,3,2,1,11,22,"Dreven en Gaarden"
"2542VX","BU05183398",42,14,3,13,6,6,20,22,4,26,12,5,10,15,16,2.62,17,7,2,1,6,25,"Dreven en Gaarden"
"2542VZ","BU05183398",30,7,3,10,6,4,16,14,3,22,5,9,7,9,14,2.14,9,4,3,2,5,21,"Dreven en Gaarden"
"2542WX","BU05183398",35,6,3,10,7,9,21,14,6,22,7,4,15,11,20,1.75,10,3,2,3,12,25,"Dreven en Gaarden"
"2542WZ","BU05183398",46,12,2,19,9,4,26,20,5,31,10,10,10,18,21,2.19,13,8,4,1,8,33,"Dreven en Gaarden"
"2542XA","BU05183398",127,24,16,32,26,29,67,60,16,74,37,45,34,31,64,1.98,36,16,11,6,31,91,"Dreven en Gaarden"
"2542XB","BU05183398",46,11,9,12,8,6,24,22,7,25,14,16,9,10,23,2,16,5,2,3,13,30,"Dreven en Gaarden"
"2542XC","BU05183398",38,11,4,15,8,0,17,21,8,23,7,10,10,9,16,2.38,14,6,2,2,6,24,"Dreven en Gaarden"
"2542XD","BU05183398",29,4,5,5,7,8,15,14,2,21,6,6,8,10,16,1.81,7,4,2,0,10,22,"Dreven en Gaarden"
"2542XE","BU05183398",138,37,17,39,22,23,72,66,17,77,44,51,30,27,60,2.3,51,17,10,11,22,87,"Dreven en Gaarden"
"2542XG","BU05183398",213,43,24,71,48,27,108,105,28,117,68,61,53,57,102,2.09,63,33,15,6,48,150,"Dreven en Gaarden"
"2542XH","BU05183398",49,11,10,14,12,2,28,21,4,31,14,13,15,12,21,2.33,19,7,2,4,8,30,"Dreven en Gaarden"
"2542XJ","BU05183398",35,9,2,11,11,2,18,17,4,19,12,9,9,9,17,2.06,9,7,2,0,8,26,"Dreven en Gaarden"
"2542XK","BU05183398",36,7,8,12,6,3,22,14,5,22,9,14,7,8,17,2.12,12,5,2,1,9,24,"Dreven en Gaarden"
"2542XL","BU05183398",50,12,4,14,13,7,22,28,4,35,11,11,17,11,25,2,16,6,3,3,13,34,"Dreven en Gaarden"
"2542XM","BU05183398",24,3,3,3,8,7,14,10,3,14,7,9,6,6,11,2.18,6,2,5,1,3,18,"Dreven en Gaarden"
"2542XN","BU05183398",59,15,7,16,15,6,24,35,8,34,17,18,14,14,27,2.19,21,10,1,1,15,38,"Dreven en Gaarden"
"2542XP","BU05183398",26,7,3,6,9,1,12,14,2,17,7,9,7,5,13,2,9,2,2,3,6,17,"Dreven en Gaarden"
"2542XR","BU05183398",32,9,4,8,9,2,15,17,7,18,7,10,9,6,14,2.29,13,5,0,2,7,19,"Dreven en Gaarden"
"2542XS","BU05183398",55,13,5,20,8,9,29,26,8,33,14,16,15,12,27,2.04,19,6,3,5,13,36,"Dreven en Gaarden"
"2542XT","BU05183398",59,11,10,12,14,12,29,30,8,38,13,20,16,11,25,2.36,20,9,5,1,10,39,"Dreven en Gaarden"
"2542XV","BU05183398",55,7,5,20,12,11,28,27,7,35,13,15,14,20,31,1.77,12,6,6,2,17,43,"Dreven en Gaarden"
"2542XW","BU05183398",52,12,9,18,11,2,19,33,7,32,13,22,7,12,22,2.36,19,10,1,1,10,33,"Dreven en Gaarden"
"2542XX","BU05183398",36,8,5,13,3,7,16,20,5,24,7,13,6,8,13,2.77,16,5,2,2,4,20,"Dreven en Gaarden"
"2542XZ","BU05183398",20,3,2,5,5,5,9,11,4,11,5,7,7,3,10,2,4,3,3,0,4,16,"Dreven en Gaarden"
"2543AA","BU05183396",46,10,4,13,11,8,22,24,7,27,12,13,14,11,27,1.7,11,3,5,4,15,35,"Zijden, Steden en Zichten"
"2543AB","BU05183396",36,7,5,10,10,4,13,23,5,23,8,8,10,10,18,2,11,5,2,1,10,25,"Zijden, Steden en Zichten"
"2543AC","BU05183396",23,5,5,8,3,2,13,10,3,14,6,5,5,9,12,1.92,5,2,4,1,5,18,"Zijden, Steden en Zichten"
"2543AD","BU05183396",52,8,7,12,16,9,24,28,7,34,11,16,12,15,26,2,13,6,7,0,13,39,"Zijden, Steden en Zichten"
"2543AE","BU05183396",65,15,9,22,12,7,36,29,9,45,11,20,12,22,31,2.1,22,7,5,8,11,43,"Zijden, Steden en Zichten"
"2543AG","BU05183396",27,7,1,10,7,2,16,11,3,16,8,6,4,10,11,2.45,10,4,2,1,4,17,"Zijden, Steden en Zichten"
"2543AH","BU05183396",20,5,2,6,4,3,8,12,1,13,6,6,6,5,12,1.67,5,2,1,1,8,15,"Zijden, Steden en Zichten"
"2543AJ","BU05183396",35,4,7,8,10,6,15,20,5,21,9,9,11,11,20,1.75,9,4,2,1,13,26,"Zijden, Steden en Zichten"
"2543AK","BU05183396",44,10,3,15,13,3,25,19,7,29,8,10,13,13,17,2.59,15,9,3,0,5,29,"Zijden, Steden en Zichten"
"2543AL","BU05183396",40,8,6,18,4,4,19,21,4,26,10,13,12,8,24,1.67,9,4,3,2,15,31,"Zijden, Steden en Zichten"
"2543AM","BU05183396",34,4,1,12,8,9,18,16,3,29,2,11,9,13,17,2,8,3,6,2,6,26,"Zijden, Steden en Zichten"
"2543AN","BU05183396",34,6,5,12,8,3,22,12,6,18,10,5,11,12,17,2,11,4,2,3,8,23,"Zijden, Steden en Zichten"
"2543AP","BU05183396",29,6,2,12,7,2,14,15,2,21,6,4,12,8,14,2.07,8,4,3,0,7,21,"Zijden, Steden en Zichten"
"2543AR","BU05183396",34,6,6,13,6,3,17,17,6,18,10,7,10,11,18,1.89,10,4,2,3,9,24,"Zijden, Steden en Zichten"
"2543AS","BU05183396",13,4,1,7,1,0,6,7,1,10,2,4,4,2,4,3.25,5,3,1,0,0,8,"Zijden, Steden en Zichten"
"2543AT","BU05183396",22,4,5,4,8,1,12,10,2,14,6,6,3,9,10,2.2,8,2,2,2,4,14,"Zijden, Steden en Zichten"
"2543BA","BU05183396",61,15,7,18,15,6,29,32,7,37,17,18,16,14,26,2.35,24,10,1,3,12,37,"Zijden, Steden en Zichten"
"2543BB","BU05183396",20,3,0,8,5,4,10,10,4,13,3,4,6,8,14,1.43,3,2,1,0,11,17,"Zijden, Steden en Zichten"
"2543BC","BU05183396",54,11,7,13,17,6,31,23,5,36,13,8,20,17,24,2.25,18,8,4,2,10,36,"Zijden, Steden en Zichten"
"2543BD","BU05183396",38,5,2,14,6,11,20,18,7,23,8,12,13,9,19,2,7,6,6,0,7,31,"Zijden, Steden en Zichten"
"2543BE","BU05183396",53,13,6,15,12,7,29,24,6,32,15,9,16,14,22,2.41,18,8,5,2,7,35,"Zijden, Steden en Zichten"
"2543BH","BU05183396",33,5,7,12,7,2,16,17,5,19,9,11,9,9,16,2.06,8,4,5,2,5,25,"Zijden, Steden en Zichten"
"2543BJ","BU05183396",49,10,8,13,11,7,24,25,5,27,17,7,19,14,20,2.45,15,9,5,1,5,34,"Zijden, Steden en Zichten"
"2543BK","BU05183396",24,4,2,11,6,1,13,11,5,9,10,7,8,5,13,1.85,5,4,2,1,6,19,"Zijden, Steden en Zichten"
"2543BL","BU05183396",80,19,11,23,23,4,43,37,15,47,18,24,16,25,32,2.5,29,14,5,3,10,51,"Zijden, Steden en Zichten"
"2543BM","BU05183396",22,1,2,5,6,8,9,13,4,9,9,7,10,4,13,1.69,3,2,4,0,7,19,"Zijden, Steden en Zichten"
"2543BN","BU05183396",98,12,8,30,25,23,52,46,16,56,26,30,31,28,61,1.61,19,8,10,3,40,79,"Zijden, Steden en Zichten"
"2543BP","BU05183396",58,11,7,17,13,10,30,28,10,31,17,12,17,17,31,1.87,16,6,5,4,16,42,"Zijden, Steden en Zichten"
"2543BR","BU05183396",23,8,1,8,4,2,14,9,3,13,7,5,3,7,13,1.77,8,2,0,2,9,15,"Zijden, Steden en Zichten"
"2543BS","BU05183396",32,5,2,11,9,5,19,13,4,24,4,11,9,8,16,2,8,4,4,1,7,24,"Zijden, Steden en Zichten"
"2543BT","BU05183396",36,9,3,10,11,3,21,15,9,18,9,12,9,5,15,2.4,12,6,3,0,6,24,"Zijden, Steden en Zichten"
"2543BV","BU05183396",16,4,3,3,5,1,11,5,3,9,4,6,5,2,6,2.67,6,3,1,0,2,10,"Zijden, Steden en Zichten"
"2543CA","BU05183396",117,26,16,37,26,12,58,59,19,65,33,38,29,28,55,2.13,40,12,10,7,26,77,"Zijden, Steden en Zichten"
"2543CB","BU05183396",36,3,6,7,18,2,15,21,4,21,11,15,6,13,18,2,9,6,3,0,9,27,"Zijden, Steden en Zichten"
"2543CC","BU05183396",44,6,2,16,15,5,20,24,2,26,16,19,12,10,28,1.57,9,4,3,1,20,35,"Zijden, Steden en Zichten"
"2543CD","BU05183396",69,15,6,22,17,9,33,36,7,45,17,23,19,12,30,2.3,22,11,6,3,10,47,"Zijden, Steden en Zichten"
"2543CE","BU05183396",44,7,3,26,2,6,22,22,8,22,14,15,10,14,26,1.69,8,4,6,1,15,36,"Zijden, Steden en Zichten"
"2543CG","BU05183396",13,1,1,5,1,5,7,6,2,6,5,2,6,4,8,1.62,2,2,1,0,5,11,"Zijden, Steden en Zichten"
"2543CM","BU05183396",17,2,1,7,4,3,8,9,2,8,7,4,4,7,8,2.12,4,2,3,1,2,13,"Zijden, Steden en Zichten"
"2543CN","BU05183396",36,4,6,8,10,8,21,15,3,23,10,12,10,11,24,1.5,7,3,2,2,17,29,"Zijden, Steden en Zichten"
"2543CP","BU05183396",44,9,5,15,9,6,23,21,6,26,12,12,15,9,22,2,13,6,3,1,12,31,"Zijden, Steden en Zichten"
"2543CR","BU05183396",29,4,3,5,8,9,15,14,4,15,10,9,7,10,16,1.81,7,3,3,1,9,22,"Zijden, Steden en Zichten"
"2543CS","BU05183396",45,8,5,16,11,5,26,19,6,23,16,13,19,9,21,2.14,12,7,5,3,6,33,"Zijden, Steden en Zichten"
"2543CT","BU05183396",110,24,14,34,25,13,59,51,13,62,35,30,35,27,52,2.12,37,13,8,10,21,73,"Zijden, Steden en Zichten"
"2543CV","BU05183396",54,8,9,15,18,4,29,25,8,35,11,16,15,14,27,2,15,8,4,2,13,39,"Zijden, Steden en Zichten"
"2543CW","BU05183396",70,18,6,23,17,6,35,35,8,45,17,16,22,18,29,2.41,24,11,6,4,8,46,"Zijden, Steden en Zichten"
"2543CX","BU05183396",75,24,9,20,14,8,39,36,12,42,21,15,20,18,30,2.5,31,11,3,4,12,44,"Zijden, Steden en Zichten"
"2543CZ","BU05183396",70,17,9,19,15,10,36,34,6,44,20,17,21,16,31,2.26,27,7,5,7,12,43,"Zijden, Steden en Zichten"
"2543EA","BU05183396",37,6,4,12,7,8,14,23,4,23,10,13,6,13,19,1.95,8,4,6,1,8,29,"Zijden, Steden en Zichten"
"2543EB","BU05183396",50,17,3,15,8,7,27,23,6,34,10,9,15,12,23,2.17,19,5,3,6,9,31,"Zijden, Steden en Zichten"
"2543EC","BU05183396",47,9,7,11,14,6,26,21,5,27,15,13,10,16,23,2.04,14,5,5,3,10,33,"Zijden, Steden en Zichten"
"2543ED","BU05183396",53,8,6,16,16,7,26,27,3,32,18,19,14,12,23,2.3,15,8,7,1,7,38,"Zijden, Steden en Zichten"
