"hh_ID","hh_size","neighb_code","hh_type","PC6","income_group","car_ownership"
457,4,"BU05183284","couple_with_children","2546ST","income_7_10",0
458,4,"BU05183284","couple_with_children","2546AG","income_9_10",0
459,4,"BU05183284","couple_with_children","2545CZ","income_6_10",0
460,3,"BU05183284","single-parent","2546CR","income_2_10",0
461,4,"BU05183284","couple_with_children","2545EB","income_6_10",0
462,4,"BU05183284","couple_with_children","2546TR","income_2_10",0
463,4,"BU05183284","couple_with_children","2546AW","income_8_10",0
464,3,"BU05183284","single-parent","2546RK","income_4_10",0
465,4,"BU05183284","couple_with_children","2546BB","income_3_10",0
466,4,"BU05183284","couple_with_children","2546RL","income_3_10",0
467,4,"BU05183284","couple_with_children","2546CS","income_9_10",0
468,4,"BU05183284","couple_with_children","2546EM","income_7_10",0
469,4,"BU05183284","couple_with_children","2546RM","income_10_10",0
470,4,"BU05183284","couple_with_children","2545CZ","income_8_10",0
471,4,"BU05183284","couple_with_children","2546AT","income_2_10",0
472,4,"BU05183284","couple_with_children","2545EV","income_1_10",0
473,4,"BU05183284","couple_with_children","2546AW","income_9_10",0
474,4,"BU05183284","couple_with_children","2546TE","income_10_10",0
475,3,"BU05183284","single-parent","2546RP","income_7_10",0
476,3,"BU05183284","single-parent","2546VG","income_2_10",1
477,4,"BU05183284","couple_with_children","2545CP","income_5_10",0
478,3,"BU05183284","single-parent","2545CZ","income_10_10",0
479,4,"BU05183284","couple_with_children","2546BG","income_5_10",0
480,4,"BU05183284","couple_with_children","2546XE","income_1_10",0
481,4,"BU05183284","couple_with_children","2546BN","income_10_10",0
482,4,"BU05183284","couple_with_children","2546XD","income_9_10",0
483,4,"BU05183284","couple_with_children","2545AB","income_2_10",0
484,3,"BU05183284","single-parent","2546AW","income_2_10",0
485,4,"BU05183284","couple_with_children","2545CZ","income_9_10",0
486,4,"BU05183284","couple_with_children","2546BG","income_1_10",0
487,4,"BU05183284","couple_with_children","2546SR","income_9_10",0
488,4,"BU05183284","couple_with_children","2546VZ","income_8_10",0
489,4,"BU05183284","couple_with_children","2546SV","income_6_10",0
490,3,"BU05183284","single-parent","2546VX","income_1_10",0
491,4,"BU05183284","couple_with_children","2546VR","income_8_10",0
492,4,"BU05183284","couple_with_children","2546CR","income_10_10",0
493,4,"BU05183284","couple_with_children","2546CV","income_5_10",0
494,4,"BU05183284","couple_with_children","2541XG","income_6_10",0
495,3,"BU05183284","single-parent","2545EW","income_1_10",1
496,4,"BU05183284","couple_with_children","2546AE","income_10_10",0
497,4,"BU05183284","couple_with_children","2545AA","income_6_10",0
498,4,"BU05183284","couple_with_children","2546RE","income_3_10",0
499,4,"BU05183284","couple_with_children","2546ST","income_1_10",0
500,4,"BU05183284","couple_with_children","2546SG","income_7_10",0
501,3,"BU05183284","single-parent","2545ET","income_1_10",1
502,3,"BU05183284","single-parent","2546XG","income_2_10",0
503,3,"BU05183284","single-parent","2546AW","income_1_10",1
504,4,"BU05183284","couple_with_children","2546TZ","income_4_10",0
505,3,"BU05183284","single-parent","2546SN","income_3_10",1
506,4,"BU05183284","couple_with_children","2546TT","income_1_10",0
507,3,"BU05183284","single-parent","2546VM","income_3_10",0
508,4,"BU05183284","couple_with_children","2546XC","income_4_10",0
509,4,"BU05183284","couple_with_children","2545CZ","income_3_10",0
510,4,"BU05183284","couple_with_children","2545CM","income_5_10",0
511,4,"BU05183284","couple_with_children","2546VP","income_9_10",0
512,4,"BU05183284","couple_with_children","2546SN","income_6_10",0
513,3,"BU05183284","single-parent","2546RN","income_3_10",1
514,4,"BU05183284","couple_with_children","2546EP","income_5_10",0
515,4,"BU05183284","couple_with_children","2546CW","income_9_10",0
516,3,"BU05183284","single-parent","2545EW","income_3_10",1
517,4,"BU05183284","couple_with_children","2546TP","income_9_10",0
518,3,"BU05183284","single-parent","2546BK","income_4_10",0
519,3,"BU05183284","single-parent","2546VV","income_1_10",0
520,3,"BU05183284","single-parent","2546VV","income_8_10",1
521,4,"BU05183284","couple_with_children","2545EH","income_3_10",0
522,4,"BU05183284","couple_with_children","2546RK","income_7_10",0
523,4,"BU05183284","couple_with_children","2546BR","income_5_10",0
524,4,"BU05183284","couple_with_children","2546XM","income_4_10",0
525,3,"BU05183284","single-parent","2546SV","income_2_10",1
526,4,"BU05183284","couple_with_children","2545ER","income_6_10",0
527,4,"BU05183284","couple_with_children","2545CP","income_10_10",0
528,4,"BU05183284","couple_with_children","2546RW","income_9_10",0
529,4,"BU05183284","couple_with_children","2546SZ","income_7_10",0
530,4,"BU05183284","couple_with_children","2546CR","income_7_10",0
531,3,"BU05183284","single-parent","2546RR","income_1_10",1
532,4,"BU05183284","couple_with_children","2545ES","income_10_10",0
533,3,"BU05183284","single-parent","2546SP","income_10_10",1
534,4,"BU05183284","couple_with_children","2546ES","income_10_10",0
535,4,"BU05183284","couple_with_children","2546EA","income_9_10",0
536,4,"BU05183284","couple_with_children","2546TK","income_8_10",0
537,3,"BU05183284","single-parent","2545EP","income_9_10",0
538,3,"BU05183284","single-parent","2546TJ","income_4_10",1
539,4,"BU05183284","couple_with_children","2546AT","income_3_10",0
540,4,"BU05183284","couple_with_children","2546RL","income_7_10",0
541,4,"BU05183284","couple_with_children","2546CX","income_8_10",0
542,3,"BU05183284","single-parent","2546CX","income_3_10",0
543,4,"BU05183284","couple_with_children","2545EA","income_8_10",0
544,3,"BU05183284","single-parent","2546EL","income_10_10",1
545,4,"BU05183284","couple_with_children","2545EG","income_9_10",0
546,4,"BU05183284","couple_with_children","2546XR","income_9_10",0
547,3,"BU05183284","single-parent","2545EE","income_2_10",0
548,4,"BU05183284","couple_with_children","2546BC","income_1_10",0
549,3,"BU05183284","single-parent","2546BS","income_9_10",1
550,4,"BU05183284","couple_with_children","2546AB","income_9_10",0
551,4,"BU05183284","couple_with_children","2546RR","income_4_10",0
552,4,"BU05183284","couple_with_children","2546AC","income_2_10",0
553,4,"BU05183284","couple_with_children","2546SX","income_8_10",0
554,4,"BU05183284","couple_with_children","2545AB","income_4_10",0
555,4,"BU05183284","couple_with_children","2546SZ","income_9_10",0
556,4,"BU05183284","couple_with_children","2546RG","income_4_10",0
557,4,"BU05183284","couple_with_children","2546VA","income_1_10",0
558,3,"BU05183284","single-parent","2546VS","income_1_10",1
559,4,"BU05183284","couple_with_children","2545CV","income_7_10",0
560,4,"BU05183284","couple_with_children","2546TE","income_9_10",0
561,3,"BU05183284","single-parent","2546VW","income_3_10",1
562,3,"BU05183284","single-parent","2545EG","income_5_10",0
563,4,"BU05183284","couple_with_children","2546AD","income_10_10",0
564,3,"BU05183284","single-parent","2546EE","income_4_10",1
565,3,"BU05183284","single-parent","2546RL","income_1_10",0
566,4,"BU05183284","couple_with_children","2545ER","income_10_10",0
567,4,"BU05183284","couple_with_children","2546BJ","income_4_10",0
568,3,"BU05183284","single-parent","2546CZ","income_3_10",1
569,3,"BU05183284","single-parent","2546AK","income_2_10",0
570,4,"BU05183284","couple_with_children","2546BA","income_6_10",0
571,4,"BU05183284","couple_with_children","2546VW","income_2_10",0
572,4,"BU05183284","couple_with_children","2545ET","income_4_10",0
573,3,"BU05183284","single-parent","2546XZ","income_1_10",0
574,4,"BU05183284","couple_with_children","2546XZ","income_7_10",0
575,4,"BU05183284","couple_with_children","2546VA","income_5_10",0
576,3,"BU05183284","single-parent","2545CZ","income_4_10",0
577,3,"BU05183284","single-parent","2545CZ","income_3_10",1
578,4,"BU05183284","couple_with_children","2546BD","income_1_10",0
579,4,"BU05183284","couple_with_children","2546SN","income_1_10",0
580,4,"BU05183284","couple_with_children","2546XR","income_1_10",0
581,3,"BU05183284","single-parent","2545EJ","income_2_10",1
582,3,"BU05183284","single-parent","2545EJ","income_3_10",1
583,3,"BU05183284","single-parent","2546RP","income_6_10",0
584,4,"BU05183284","couple_with_children","2546TR","income_10_10",0
585,4,"BU05183284","couple_with_children","2546VM","income_8_10",0
586,4,"BU05183284","couple_with_children","2545CZ","income_1_10",0
587,4,"BU05183284","couple_with_children","2546BS","income_10_10",0
588,4,"BU05183284","couple_with_children","2546VV","income_10_10",0
589,3,"BU05183284","single-parent","2546RN","income_1_10",0
590,3,"BU05183284","single-parent","2545ER","income_2_10",0
591,4,"BU05183284","couple_with_children","2546VD","income_8_10",0
592,4,"BU05183284","couple_with_children","2545AB","income_1_10",0
593,4,"BU05183284","couple_with_children","2545AB","income_9_10",0
594,4,"BU05183284","couple_with_children","2546AA","income_5_10",0
595,4,"BU05183284","couple_with_children","2546EM","income_8_10",0
596,3,"BU05183284","single-parent","2545CZ","income_6_10",1
597,4,"BU05183284","couple_with_children","2546BD","income_2_10",0
598,4,"BU05183284","couple_with_children","2545CZ","income_4_10",0
599,4,"BU05183284","couple_with_children","2546XW","income_7_10",0
600,4,"BU05183284","couple_with_children","2546VW","income_9_10",0
601,3,"BU05183284","single-parent","2545EE","income_1_10",0
602,3,"BU05183284","single-parent","2545CP","income_2_10",0
603,4,"BU05183284","couple_with_children","2545CN","income_5_10",0
604,4,"BU05183284","couple_with_children","2546ST","income_10_10",0
605,4,"BU05183284","couple_with_children","2546TJ","income_7_10",0
606,3,"BU05183284","single-parent","2546RK","income_2_10",0
607,4,"BU05183284","couple_with_children","2545CZ","income_5_10",0
608,3,"BU05183284","single-parent","2541XG","income_4_10",1
609,4,"BU05183284","couple_with_children","2545EJ","income_7_10",0
610,4,"BU05183284","couple_with_children","2545CZ","income_9_10",0
611,4,"BU05183284","couple_with_children","2546RP","income_10_10",0
612,3,"BU05183284","single-parent","2546ED","income_8_10",0
613,4,"BU05183284","couple_with_children","2546BN","income_8_10",0
614,3,"BU05183284","single-parent","2546RJ","income_9_10",1
615,3,"BU05183284","single-parent","2545CM","income_3_10",1
616,4,"BU05183284","couple_with_children","2546VV","income_5_10",0
617,3,"BU05183284","single-parent","2546SV","income_3_10",1
618,4,"BU05183284","couple_with_children","2546VN","income_1_10",0
619,3,"BU05183284","single-parent","2541XR","income_1_10",1
620,3,"BU05183284","single-parent","2546CR","income_3_10",0
621,3,"BU05183284","single-parent","2546VZ","income_6_10",1
622,4,"BU05183284","couple_with_children","2546SV","income_8_10",0
623,3,"BU05183284","single-parent","2546TR","income_7_10",0
624,4,"BU05183284","couple_with_children","2546SJ","income_9_10",0
625,3,"BU05183284","single-parent","2546RS","income_2_10",0
626,4,"BU05183284","couple_with_children","2546VK","income_3_10",0
627,4,"BU05183284","couple_with_children","2545CT","income_10_10",0
628,4,"BU05183284","couple_with_children","2546CS","income_10_10",0
629,4,"BU05183284","couple_with_children","2545CZ","income_10_10",0
630,3,"BU05183284","single-parent","2546XK","income_6_10",0
631,4,"BU05183284","couple_with_children","2546VJ","income_8_10",0
632,4,"BU05183284","couple_with_children","2546AV","income_4_10",0
633,3,"BU05183284","single-parent","2546ED","income_1_10",1
634,4,"BU05183284","couple_with_children","2546XZ","income_2_10",0
635,4,"BU05183284","couple_with_children","2546CZ","income_5_10",0
636,4,"BU05183284","couple_with_children","2546TH","income_8_10",0
637,4,"BU05183284","couple_with_children","2546ED","income_7_10",0
638,4,"BU05183284","couple_with_children","2546ED","income_8_10",0
639,4,"BU05183284","couple_with_children","2546RM","income_7_10",0
640,3,"BU05183284","single-parent","2545AA","income_4_10",1
641,4,"BU05183284","couple_with_children","2546SP","income_5_10",0
642,4,"BU05183284","couple_with_children","2545CR","income_6_10",0
643,3,"BU05183284","single-parent","2546SW","income_6_10",1
644,4,"BU05183284","couple_with_children","2546XG","income_7_10",0
645,3,"BU05183284","single-parent","2546VH","income_9_10",1
646,3,"BU05183284","single-parent","2546BJ","income_2_10",1
647,4,"BU05183284","couple_with_children","2546RT","income_1_10",0
648,4,"BU05183284","couple_with_children","2546AR","income_8_10",0
649,4,"BU05183284","couple_with_children","2546ES","income_2_10",0
650,4,"BU05183284","couple_with_children","2545CP","income_9_10",0
651,4,"BU05183284","couple_with_children","2546VJ","income_2_10",0
652,4,"BU05183284","couple_with_children","2546RM","income_7_10",0
653,3,"BU05183284","single-parent","2546BG","income_3_10",1
654,3,"BU05183284","single-parent","2546SN","income_4_10",1
655,4,"BU05183284","couple_with_children","2546AM","income_5_10",0
656,3,"BU05183284","single-parent","2546TH","income_2_10",1
657,3,"BU05183284","single-parent","2546VZ","income_4_10",1
658,4,"BU05183284","couple_with_children","2545CN","income_1_10",0
659,3,"BU05183284","single-parent","2546TM","income_3_10",1
660,3,"BU05183284","single-parent","2546TT","income_6_10",0
661,4,"BU05183284","couple_with_children","2546RV","income_10_10",0
662,4,"BU05183284","couple_with_children","2546XM","income_7_10",0
663,3,"BU05183284","single-parent","2546EG","income_2_10",1
664,4,"BU05183284","couple_with_children","2546VW","income_10_10",0
665,4,"BU05183284","couple_with_children","2546AN","income_7_10",0
666,3,"BU05183284","single-parent","2546AM","income_8_10",0
667,3,"BU05183284","single-parent","2546BB","income_4_10",1
668,3,"BU05183284","single-parent","2546XX","income_5_10",1
669,3,"BU05183284","single-parent","2546AW","income_10_10",0
670,3,"BU05183284","single-parent","2546AM","income_5_10",1
671,4,"BU05183284","couple_with_children","2545CZ","income_7_10",0
672,3,"BU05183284","single-parent","2545CZ","income_8_10",0
673,4,"BU05183284","couple_with_children","2546AH","income_1_10",0
674,4,"BU05183284","couple_with_children","2546BS","income_9_10",0
675,4,"BU05183284","couple_with_children","2546EJ","income_4_10",0
676,4,"BU05183284","couple_with_children","2546VR","income_2_10",0
677,4,"BU05183284","couple_with_children","2545CX","income_5_10",0
678,3,"BU05183284","single-parent","2546SM","income_10_10",1
679,4,"BU05183284","couple_with_children","2545ES","income_7_10",0
680,4,"BU05183284","couple_with_children","2546EK","income_4_10",0
681,4,"BU05183284","couple_with_children","2546VG","income_7_10",0
682,3,"BU05183284","single-parent","2545CD","income_5_10",0
683,4,"BU05183284","couple_with_children","2546RT","income_2_10",0
684,3,"BU05183284","single-parent","2546EA","income_8_10",1
685,3,"BU05183284","single-parent","2545EM","income_6_10",1
686,3,"BU05183284","single-parent","2546EK","income_9_10",1
687,4,"BU05183284","couple_with_children","2546RJ","income_2_10",0
688,3,"BU05183284","single-parent","2545CM","income_6_10",1
689,4,"BU05183284","couple_with_children","2546XG","income_4_10",0
690,4,"BU05183284","couple_with_children","2546RX","income_8_10",0
691,3,"BU05183284","single-parent","2546BJ","income_10_10",0
692,4,"BU05183284","couple_with_children","2546BP","income_9_10",0
693,4,"BU05183284","couple_with_children","2546CM","income_7_10",0
694,3,"BU05183284","single-parent","2546TZ","income_4_10",0
695,4,"BU05183284","couple_with_children","2545EE","income_8_10",0
