"","agent_ID","age_group","neighb_code","age"
"71268","Agent_71268","age_25_45","BU05183638",36
"73428","Agent_73428","age_over65","BU05183638",73
"7088","Agent_7088","age_25_45","BU05183284",33
"73102","Agent_73102","age_45_65","BU05183638",60
"24108","Agent_24108","age_0_15","BU05183396",8
"21308","Agent_21308","age_45_65","BU05183387",51
"37105","Agent_37105","age_25_45","BU05183398",34
"530","Agent_530","age_0_15","BU05183284",10
"76356","Agent_76356","age_25_45","BU05183639",31
"44556","Agent_44556","age_0_15","BU05183480",12
"56792","Agent_56792","age_over65","BU05183488",85
"36774","Agent_36774","age_25_45","BU05183398",27
"31631","Agent_31631","age_over65","BU05183396",76
"36709","Agent_36709","age_25_45","BU05183398",39
"28196","Agent_28196","age_25_45","BU05183396",25
"72689","Agent_72689","age_45_65","BU05183638",58
"75463","Agent_75463","age_15_25","BU05183639",17
"75298","Agent_75298","age_15_25","BU05183639",23
"62029","Agent_62029","age_45_65","BU05183489",61
"5564","Agent_5564","age_25_45","BU05183284",27
"48246","Agent_48246","age_45_65","BU05183480",56
"42837","Agent_42837","age_15_25","BU05183399",15
"21513","Agent_21513","age_45_65","BU05183387",47
"65365","Agent_65365","age_25_45","BU05183620",43
"7763","Agent_7763","age_25_45","BU05183284",31
"42804","Agent_42804","age_15_25","BU05183399",17
"44739","Agent_44739","age_0_15","BU05183480",8
"44931","Agent_44931","age_0_15","BU05183480",7
"57310","Agent_57310","age_over65","BU05183488",71
"17491","Agent_17491","age_15_25","BU05183387",16
"1882","Agent_1882","age_0_15","BU05183284",2
"61600","Agent_61600","age_45_65","BU05183489",46
"27424","Agent_27424","age_25_45","BU05183396",39
"70641","Agent_70641","age_25_45","BU05183638",41
"46260","Agent_46260","age_25_45","BU05183480",42
"52194","Agent_52194","age_15_25","BU05183488",15
"20673","Agent_20673","age_45_65","BU05183387",46
"57073","Agent_57073","age_over65","BU05183488",88
"46852","Agent_46852","age_25_45","BU05183480",39
"26524","Agent_26524","age_25_45","BU05183396",42
"16515","Agent_16515","age_0_15","BU05183387",0
"26680","Agent_26680","age_25_45","BU05183396",41
"49236","Agent_49236","age_45_65","BU05183480",49
"38524","Agent_38524","age_45_65","BU05183398",47
"60420","Agent_60420","age_25_45","BU05183489",34
"60849","Agent_60849","age_25_45","BU05183489",36
"56972","Agent_56972","age_over65","BU05183488",77
"15236","Agent_15236","age_0_15","BU05183387",13
"29795","Agent_29795","age_45_65","BU05183396",45
"28691","Agent_28691","age_25_45","BU05183396",38
"36606","Agent_36606","age_25_45","BU05183398",37
"18646","Agent_18646","age_25_45","BU05183387",41
"36227","Agent_36227","age_25_45","BU05183398",44
"62432","Agent_62432","age_45_65","BU05183489",58
"60305","Agent_60305","age_25_45","BU05183489",43
"3223","Agent_3223","age_15_25","BU05183284",15
"65626","Agent_65626","age_25_45","BU05183620",34
"56594","Agent_56594","age_45_65","BU05183488",54
"57624","Agent_57624","age_over65","BU05183488",74
"18117","Agent_18117","age_25_45","BU05183387",39
"30697","Agent_30697","age_45_65","BU05183396",62
"8538","Agent_8538","age_45_65","BU05183284",46
"72140","Agent_72140","age_45_65","BU05183638",62
"73568","Agent_73568","age_over65","BU05183638",69
"70305","Agent_70305","age_25_45","BU05183638",42
"10626","Agent_10626","age_45_65","BU05183284",64
"12778","Agent_12778","age_over65","BU05183284",67
"14832","Agent_14832","age_over65","BU05183284",74
"45774","Agent_45774","age_15_25","BU05183480",19
"18905","Agent_18905","age_25_45","BU05183387",43
"58256","Agent_58256","age_0_15","BU05183489",10
"12290","Agent_12290","age_45_65","BU05183284",60
"71857","Agent_71857","age_45_65","BU05183638",61
"21475","Agent_21475","age_45_65","BU05183387",45
"21784","Agent_21784","age_45_65","BU05183387",51
"18667","Agent_18667","age_25_45","BU05183387",35
"24331","Agent_24331","age_0_15","BU05183396",0
"49202","Agent_49202","age_45_65","BU05183480",60
"47235","Agent_47235","age_25_45","BU05183480",26
"69935","Agent_69935","age_25_45","BU05183638",30
"9583","Agent_9583","age_45_65","BU05183284",51
"8248","Agent_8248","age_25_45","BU05183284",35
"63356","Agent_63356","age_over65","BU05183489",69
"8521","Agent_8521","age_45_65","BU05183284",46
"75806","Agent_75806","age_25_45","BU05183639",38
"20589","Agent_20589","age_25_45","BU05183387",39
"12211","Agent_12211","age_45_65","BU05183284",62
"46221","Agent_46221","age_25_45","BU05183480",25
"57232","Agent_57232","age_over65","BU05183488",68
"28591","Agent_28591","age_25_45","BU05183396",25
"43933","Agent_43933","age_over65","BU05183399",75
"41724","Agent_41724","age_over65","BU05183398",68
"5618","Agent_5618","age_25_45","BU05183284",29
"40659","Agent_40659","age_45_65","BU05183398",50
"41980","Agent_41980","age_over65","BU05183398",82
"4870","Agent_4870","age_25_45","BU05183284",35
"16544","Agent_16544","age_0_15","BU05183387",11
"4136","Agent_4136","age_25_45","BU05183284",26
"45479","Agent_45479","age_15_25","BU05183480",23
"34881","Agent_34881","age_15_25","BU05183398",16
"14620","Agent_14620","age_over65","BU05183284",83
"51000","Agent_51000","age_0_15","BU05183488",2
"57510","Agent_57510","age_over65","BU05183488",82
"40449","Agent_40449","age_45_65","BU05183398",49
"20836","Agent_20836","age_45_65","BU05183387",45
"64953","Agent_64953","age_25_45","BU05183620",40
"692","Agent_692","age_0_15","BU05183284",12
"28460","Agent_28460","age_25_45","BU05183396",26
"12613","Agent_12613","age_over65","BU05183284",66
"7886","Agent_7886","age_25_45","BU05183284",28
"55303","Agent_55303","age_45_65","BU05183488",55
"49049","Agent_49049","age_45_65","BU05183480",45
"59287","Agent_59287","age_15_25","BU05183489",23
"50526","Agent_50526","age_0_15","BU05183488",1
"58123","Agent_58123","age_0_15","BU05183489",4
"17308","Agent_17308","age_15_25","BU05183387",17
"5606","Agent_5606","age_25_45","BU05183284",29
"29708","Agent_29708","age_45_65","BU05183396",63
"33478","Agent_33478","age_0_15","BU05183398",13
"57345","Agent_57345","age_over65","BU05183488",75
"55259","Agent_55259","age_45_65","BU05183488",57
"77119","Agent_77119","age_25_45","BU05183639",40
"78164","Agent_78164","age_45_65","BU05183639",45
"71772","Agent_71772","age_45_65","BU05183638",58
"59329","Agent_59329","age_15_25","BU05183489",16
"31722","Agent_31722","age_over65","BU05183396",71
"3885","Agent_3885","age_25_45","BU05183284",31
"556","Agent_556","age_0_15","BU05183284",10
"11949","Agent_11949","age_45_65","BU05183284",53
"64070","Agent_64070","age_0_15","BU05183620",0
"19435","Agent_19435","age_25_45","BU05183387",39
"29925","Agent_29925","age_45_65","BU05183396",64
"59281","Agent_59281","age_15_25","BU05183489",17
"130","Agent_130","age_0_15","BU05183284",11
"10939","Agent_10939","age_45_65","BU05183284",52
"35222","Agent_35222","age_15_25","BU05183398",24
"49567","Agent_49567","age_45_65","BU05183480",49
"40660","Agent_40660","age_45_65","BU05183398",52
"75861","Agent_75861","age_25_45","BU05183639",26
"10028","Agent_10028","age_45_65","BU05183284",51
"51985","Agent_51985","age_15_25","BU05183488",19
"26784","Agent_26784","age_25_45","BU05183396",32
"66026","Agent_66026","age_45_65","BU05183620",61
"75869","Agent_75869","age_25_45","BU05183639",28
"31668","Agent_31668","age_over65","BU05183396",79
"61610","Agent_61610","age_45_65","BU05183489",45
"73316","Agent_73316","age_over65","BU05183638",85
"31665","Agent_31665","age_over65","BU05183396",67
"50277","Agent_50277","age_over65","BU05183480",74
"23405","Agent_23405","age_over65","BU05183387",77
"40206","Agent_40206","age_45_65","BU05183398",59
"21758","Agent_21758","age_45_65","BU05183387",61
"55071","Agent_55071","age_45_65","BU05183488",52
"58787","Agent_58787","age_0_15","BU05183489",2
"58570","Agent_58570","age_0_15","BU05183489",10
"74112","Agent_74112","age_0_15","BU05183639",2
"38542","Agent_38542","age_45_65","BU05183398",47
"25467","Agent_25467","age_15_25","BU05183396",16
"32864","Agent_32864","age_0_15","BU05183398",10
"38764","Agent_38764","age_45_65","BU05183398",61
"23939","Agent_23939","age_0_15","BU05183396",0
"60397","Agent_60397","age_25_45","BU05183489",42
"58771","Agent_58771","age_0_15","BU05183489",0
"5636","Agent_5636","age_25_45","BU05183284",32
"13545","Agent_13545","age_over65","BU05183284",70
"3975","Agent_3975","age_25_45","BU05183284",35
"49846","Agent_49846","age_over65","BU05183480",73
"48643","Agent_48643","age_45_65","BU05183480",48
"4962","Agent_4962","age_25_45","BU05183284",41
"15587","Agent_15587","age_0_15","BU05183387",2
"17598","Agent_17598","age_15_25","BU05183387",23
"36694","Agent_36694","age_25_45","BU05183398",42
"53181","Agent_53181","age_25_45","BU05183488",35
"3404","Agent_3404","age_15_25","BU05183284",22
"47187","Agent_47187","age_25_45","BU05183480",25
"18845","Agent_18845","age_25_45","BU05183387",36
"5501","Agent_5501","age_25_45","BU05183284",30
"16508","Agent_16508","age_0_15","BU05183387",11
"1946","Agent_1946","age_0_15","BU05183284",14
"64685","Agent_64685","age_25_45","BU05183620",30
"34550","Agent_34550","age_15_25","BU05183398",16
"54543","Agent_54543","age_25_45","BU05183488",33
"32565","Agent_32565","age_0_15","BU05183398",14
"71816","Agent_71816","age_45_65","BU05183638",54
"76189","Agent_76189","age_25_45","BU05183639",25
"33403","Agent_33403","age_0_15","BU05183398",8
"428","Agent_428","age_0_15","BU05183284",5
"21471","Agent_21471","age_45_65","BU05183387",53
"69992","Agent_69992","age_25_45","BU05183638",28
"36166","Agent_36166","age_25_45","BU05183398",34
"56253","Agent_56253","age_45_65","BU05183488",52
"58813","Agent_58813","age_15_25","BU05183489",18
"57592","Agent_57592","age_over65","BU05183488",67
"9877","Agent_9877","age_45_65","BU05183284",62
"26756","Agent_26756","age_25_45","BU05183396",43
"31727","Agent_31727","age_over65","BU05183396",71
"41212","Agent_41212","age_over65","BU05183398",72
"21945","Agent_21945","age_45_65","BU05183387",61
"34325","Agent_34325","age_15_25","BU05183398",15
"40887","Agent_40887","age_over65","BU05183398",67
"33266","Agent_33266","age_0_15","BU05183398",8
"733","Agent_733","age_0_15","BU05183284",6
"11223","Agent_11223","age_45_65","BU05183284",45
"37500","Agent_37500","age_25_45","BU05183398",36
"14358","Agent_14358","age_over65","BU05183284",70
"78652","Agent_78652","age_over65","BU05183639",75
"66020","Agent_66020","age_45_65","BU05183620",50
"12969","Agent_12969","age_over65","BU05183284",69
"5881","Agent_5881","age_25_45","BU05183284",39
"28981","Agent_28981","age_45_65","BU05183396",48
"41213","Agent_41213","age_over65","BU05183398",71
"60865","Agent_60865","age_25_45","BU05183489",43
"18406","Agent_18406","age_25_45","BU05183387",28
"42912","Agent_42912","age_15_25","BU05183399",19
"2788","Agent_2788","age_15_25","BU05183284",16
"18157","Agent_18157","age_25_45","BU05183387",31
"65841","Agent_65841","age_45_65","BU05183620",55
"18135","Agent_18135","age_25_45","BU05183387",32
"69418","Agent_69418","age_25_45","BU05183638",32
"68189","Agent_68189","age_0_15","BU05183638",10
"71048","Agent_71048","age_25_45","BU05183638",40
"44381","Agent_44381","age_0_15","BU05183480",2
"62906","Agent_62906","age_over65","BU05183489",90
"47672","Agent_47672","age_25_45","BU05183480",37
"67545","Agent_67545","age_0_15","BU05183638",2
"65756","Agent_65756","age_45_65","BU05183620",60
"51033","Agent_51033","age_0_15","BU05183488",14
"52348","Agent_52348","age_15_25","BU05183488",19
"54729","Agent_54729","age_25_45","BU05183488",44
"74327","Agent_74327","age_0_15","BU05183639",12
"8529","Agent_8529","age_45_65","BU05183284",64
"62404","Agent_62404","age_45_65","BU05183489",61
"76542","Agent_76542","age_25_45","BU05183639",31
"20906","Agent_20906","age_45_65","BU05183387",59
"30228","Agent_30228","age_45_65","BU05183396",51
"59585","Agent_59585","age_25_45","BU05183489",41
"38729","Agent_38729","age_45_65","BU05183398",63
"41755","Agent_41755","age_over65","BU05183398",72
"49339","Agent_49339","age_45_65","BU05183480",56
"35444","Agent_35444","age_25_45","BU05183398",31
"73024","Agent_73024","age_45_65","BU05183638",46
"27904","Agent_27904","age_25_45","BU05183396",34
"38880","Agent_38880","age_45_65","BU05183398",46
"35157","Agent_35157","age_15_25","BU05183398",19
"27067","Agent_27067","age_25_45","BU05183396",39
"39423","Agent_39423","age_45_65","BU05183398",46
"38585","Agent_38585","age_45_65","BU05183398",57
"16621","Agent_16621","age_0_15","BU05183387",4
"54740","Agent_54740","age_25_45","BU05183488",41
"45390","Agent_45390","age_15_25","BU05183480",19
"32071","Agent_32071","age_0_15","BU05183398",10
"35680","Agent_35680","age_25_45","BU05183398",44
"57144","Agent_57144","age_over65","BU05183488",65
"69414","Agent_69414","age_25_45","BU05183638",34
"56013","Agent_56013","age_45_65","BU05183488",58
"67332","Agent_67332","age_0_15","BU05183638",7
"77247","Agent_77247","age_25_45","BU05183639",40
"22647","Agent_22647","age_45_65","BU05183387",48
"45380","Agent_45380","age_15_25","BU05183480",18
"46383","Agent_46383","age_25_45","BU05183480",39
"4090","Agent_4090","age_25_45","BU05183284",43
"48905","Agent_48905","age_45_65","BU05183480",46
"29364","Agent_29364","age_45_65","BU05183396",49
"6432","Agent_6432","age_25_45","BU05183284",31
"33569","Agent_33569","age_0_15","BU05183398",2
"55825","Agent_55825","age_45_65","BU05183488",58
"56770","Agent_56770","age_over65","BU05183488",70
"37580","Agent_37580","age_25_45","BU05183398",35
"9786","Agent_9786","age_45_65","BU05183284",47
"41091","Agent_41091","age_over65","BU05183398",65
"44267","Agent_44267","age_0_15","BU05183480",2
"70679","Agent_70679","age_25_45","BU05183638",29
"54147","Agent_54147","age_25_45","BU05183488",31
"66123","Agent_66123","age_45_65","BU05183620",45
"35422","Agent_35422","age_25_45","BU05183398",36
"50000","Agent_50000","age_over65","BU05183480",73
"49197","Agent_49197","age_45_65","BU05183480",54
"32633","Agent_32633","age_0_15","BU05183398",4
"38565","Agent_38565","age_45_65","BU05183398",45
"34743","Agent_34743","age_15_25","BU05183398",22
"59781","Agent_59781","age_25_45","BU05183489",41
"6718","Agent_6718","age_25_45","BU05183284",41
"1550","Agent_1550","age_0_15","BU05183284",9
"49190","Agent_49190","age_45_65","BU05183480",57
"13046","Agent_13046","age_over65","BU05183284",87
"52201","Agent_52201","age_15_25","BU05183488",17
"18981","Agent_18981","age_25_45","BU05183387",39
"54117","Agent_54117","age_25_45","BU05183488",35
"78013","Agent_78013","age_45_65","BU05183639",58
"68038","Agent_68038","age_0_15","BU05183638",11
"18929","Agent_18929","age_25_45","BU05183387",30
"44898","Agent_44898","age_0_15","BU05183480",1
"64221","Agent_64221","age_0_15","BU05183620",6
"64680","Agent_64680","age_25_45","BU05183620",37
"75334","Agent_75334","age_15_25","BU05183639",19
"33246","Agent_33246","age_0_15","BU05183398",8
"27530","Agent_27530","age_25_45","BU05183396",32
"51493","Agent_51493","age_0_15","BU05183488",1
"50370","Agent_50370","age_0_15","BU05183488",2
"74241","Agent_74241","age_0_15","BU05183639",5
"71908","Agent_71908","age_45_65","BU05183638",46
"67879","Agent_67879","age_0_15","BU05183638",5
"13626","Agent_13626","age_over65","BU05183284",82
"25646","Agent_25646","age_15_25","BU05183396",18
"39866","Agent_39866","age_45_65","BU05183398",63
"51202","Agent_51202","age_0_15","BU05183488",9
"37166","Agent_37166","age_25_45","BU05183398",36
"41621","Agent_41621","age_over65","BU05183398",71
"13548","Agent_13548","age_over65","BU05183284",72
"65718","Agent_65718","age_45_65","BU05183620",56
"51021","Agent_51021","age_0_15","BU05183488",12
"68125","Agent_68125","age_0_15","BU05183638",7
"52117","Agent_52117","age_15_25","BU05183488",23
"13238","Agent_13238","age_over65","BU05183284",74
"17347","Agent_17347","age_15_25","BU05183387",22
"12656","Agent_12656","age_over65","BU05183284",87
"38119","Agent_38119","age_25_45","BU05183398",32
"71571","Agent_71571","age_45_65","BU05183638",54
"31044","Agent_31044","age_over65","BU05183396",77
"12690","Agent_12690","age_over65","BU05183284",66
"52114","Agent_52114","age_15_25","BU05183488",24
"76543","Agent_76543","age_25_45","BU05183639",32
"138","Agent_138","age_0_15","BU05183284",10
"66200","Agent_66200","age_45_65","BU05183620",52
"66940","Agent_66940","age_0_15","BU05183638",3
"6749","Agent_6749","age_25_45","BU05183284",36
"65903","Agent_65903","age_45_65","BU05183620",49
"62546","Agent_62546","age_45_65","BU05183489",47
"30860","Agent_30860","age_over65","BU05183396",65
"13327","Agent_13327","age_over65","BU05183284",77
"55469","Agent_55469","age_45_65","BU05183488",51
"35737","Agent_35737","age_25_45","BU05183398",38
"3702","Agent_3702","age_15_25","BU05183284",18
"71493","Agent_71493","age_45_65","BU05183638",45
"62540","Agent_62540","age_45_65","BU05183489",59
"57023","Agent_57023","age_over65","BU05183488",66
"35432","Agent_35432","age_25_45","BU05183398",26
"74379","Agent_74379","age_0_15","BU05183639",5
"18682","Agent_18682","age_25_45","BU05183387",27
"29713","Agent_29713","age_45_65","BU05183396",52
"25911","Agent_25911","age_15_25","BU05183396",17
"9872","Agent_9872","age_45_65","BU05183284",46
"14766","Agent_14766","age_over65","BU05183284",69
"23246","Agent_23246","age_over65","BU05183387",66
"21793","Agent_21793","age_45_65","BU05183387",57
"10147","Agent_10147","age_45_65","BU05183284",62
