"ID";"WijkenEnBuurten";"SoortRegio_2";"Codering_3";"AantalInwoners_5";"Mannen_6";"Vrouwen_7";"k_0Tot15Jaar_8";"k_15Tot25Jaar_9";"k_25Tot45Jaar_10";"k_45Tot65Jaar_11";"k_65JaarOfOuder_12";"WestersTotaal_17";"NietWestersTotaal_18";"HuishoudensTotaal_28";"Eenpersoonshuishoudens_29";"HuishoudensZonderKinderen_30";"HuishoudensMetKinderen_31";"GemiddeldeHuishoudensgrootte_32";"OpleidingsniveauLaag_64";"OpleidingsniveauMiddelbaar_65";"OpleidingsniveauHoog_66"
"1452";"BU03639004";"Buurt     ";"BU03639004";"      65";"      35";"      30";"       5";"      10";"      15";"      25";"      15";"      15";"      10";"      35";"      20";"      10";"      10";"     1.9";"       .";"       .";"       ."
"1453";"BU03639008";"Buurt     ";"BU03639008";"     980";"     470";"     510";"     125";"     105";"     180";"     260";"     315";"     300";"     160";"     520";"     265";"     135";"     130";"     1.9";"       .";"       .";"       ."
"1454";"BU03639009";"Buurt     ";"BU03639009";"      20";"      10";"       5";"       5";"      10";"      10";"       5";"       0";"      15";"       5";"      15";"      15";"       5";"       5";"     1.3";"       .";"       .";"       ."
"1455";"WK036391  ";"Wijk      ";"WK036391  ";"    7965";"    3770";"    4190";"     965";"     755";"    2600";"    1545";"    2105";"    2040";"    2445";"    4525";"    2620";"    1020";"     895";"     1.7";"       .";"       .";"       ."
"1456";"BU03639100";"Buurt     ";"BU03639100";"     755";"     355";"     400";"      85";"      25";"     255";"     130";"     275";"     210";"     180";"     385";"     205";"     120";"      70";"     1.7";"       .";"       .";"       ."
"1457";"BU03639101";"Buurt     ";"BU03639101";"    3260";"    1530";"    1725";"     400";"     270";"    1040";"     645";"     910";"     695";"    1125";"    1925";"    1060";"     475";"     405";"     1.7";"       .";"       .";"       ."
"1458";"BU03639102";"Buurt     ";"BU03639102";"    3935";"    1875";"    2055";"     480";"     465";"    1305";"     775";"     915";"    1135";"    1140";"    2205";"    1360";"     430";"     420";"     1.7";"       .";"       .";"       ."
"1459";"BU03639103";"Buurt     ";"BU03639103";"      10";"       5";"       5";"       0";"       5";"       5";"       0";"       5";"       0";"       5";"       5";"       5";"       5";"       5";"     1.8";"       .";"       .";"       ."
"1460";"WK036392  ";"Wijk      ";"WK036392  ";"    1620";"     760";"     860";"      25";"    1060";"     475";"      55";"      15";"     465";"     655";"    1460";"    1370";"      90";"      15";"     1.1";"       .";"       .";"       ."
"1461";"BU03639200";"Buurt     ";"BU03639200";"      10";"       5";"       5";"       0";"       5";"      10";"       0";"       0";"       5";"      10";"      10";"      15";"       0";"       0";"     1.0";"       .";"       .";"       ."
"1462";"BU03639201";"Buurt     ";"BU03639201";"      60";"      45";"      15";"       5";"       5";"      50";"      10";"       0";"      35";"      20";"      50";"      50";"       5";"       5";"     1.1";"       .";"       .";"       ."
"1463";"BU03639202";"Buurt     ";"BU03639202";"      20";"      15";"       5";"       0";"       5";"      15";"       5";"       0";"      15";"      10";"      20";"      20";"       5";"       5";"     1.1";"       .";"       .";"       ."
"1464";"BU03639203";"Buurt     ";"BU03639203";"    1345";"     560";"     785";"       5";"     990";"     345";"      10";"       0";"     380";"     565";"    1260";"    1185";"      80";"       5";"     1.1";"       .";"       .";"       ."
"1465";"BU03639204";"Buurt     ";"BU03639204";"       5";"       0";"       0";"       0";"       0";"       0";"       0";"       5";"       5";"       0";"       0";"       5";"       5";"       0";"     1.3";"       .";"       .";"       ."
"1466";"BU03639205";"Buurt     ";"BU03639205";"      25";"      25";"       0";"       0";"       0";"      10";"      20";"       5";"       5";"      20";"      25";"      30";"       0";"       0";"     1.0";"       .";"       .";"       ."
"1467";"BU03639206";"Buurt     ";"BU03639206";"     140";"     100";"      40";"      15";"      60";"      50";"      15";"      10";"      30";"      40";"      80";"      75";"       5";"       5";"     1.2";"       .";"       .";"       ."
"1468";"WK036393  ";"Wijk      ";"WK036393  ";"   24560";"   12500";"   12060";"    3660";"    4740";"    8060";"    6005";"    2100";"    3210";"   17295";"   14080";"    8835";"    1810";"    3450";"     1.7";"       .";"       .";"       ."
"1469";"BU03639300";"Buurt     ";"BU03639300";"    5065";"    2685";"    2375";"     690";"     580";"    1700";"    1420";"     685";"     630";"    3525";"    2980";"    1830";"     460";"     695";"     1.7";"       .";"       .";"       ."
"1470";"BU03639301";"Buurt     ";"BU03639301";"    3430";"    1795";"    1630";"     485";"     435";"    1280";"     945";"     295";"     465";"    2355";"    1980";"    1205";"     300";"     485";"     1.7";"       .";"       .";"       ."
"1471";"BU03639302";"Buurt     ";"BU03639302";"    1910";"     950";"     955";"     125";"    1110";"     525";"     125";"      35";"     430";"     990";"    1625";"    1450";"      80";"     100";"     1.2";"       .";"       .";"       ."
"1472";"BU03639303";"Buurt     ";"BU03639303";"    4395";"    2195";"    2195";"     760";"     775";"    1630";"    1010";"     225";"     455";"    3170";"    2215";"    1230";"     280";"     710";"     2.0";"       .";"       .";"       ."
"1473";"BU03639304";"Buurt     ";"BU03639304";"    1395";"     715";"     680";"     160";"     260";"     410";"     390";"     180";"     265";"    1000";"     835";"     605";"      85";"     150";"     1.5";"       .";"       .";"       ."
"1474";"BU03639305";"Buurt     ";"BU03639305";"    1890";"     950";"     935";"     265";"     565";"     665";"     325";"      75";"     375";"    1250";"    1200";"     830";"     140";"     235";"     1.6";"       .";"       .";"       ."
"1475";"BU03639306";"Buurt     ";"BU03639306";"    3050";"    1495";"    1555";"     560";"     505";"     825";"     870";"     300";"     305";"    2440";"    1565";"     880";"     185";"     510";"     1.9";"       .";"       .";"       ."
"1476";"BU03639307";"Buurt     ";"BU03639307";"    2515";"    1240";"    1270";"     490";"     395";"     810";"     665";"     155";"     195";"    1950";"    1280";"     680";"     205";"     400";"     2.0";"       .";"       .";"       ."
"1477";"BU03639308";"Buurt     ";"BU03639308";"     205";"     100";"     100";"      30";"      30";"      40";"      55";"      55";"      35";"      85";"      95";"      30";"      40";"      35";"     2.2";"       .";"       .";"       ."
"1478";"BU03639309";"Buurt     ";"BU03639309";"     695";"     350";"     340";"     105";"      90";"     185";"     205";"     110";"      70";"     535";"     295";"     110";"      50";"     140";"     2.3";"       .";"       .";"       ."
"1479";"BU03639310";"Buurt     ";"BU03639310";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       .";"       .";"       .";"       ."
"1480";"WK036394  ";"Wijk      ";"WK036394  ";"   29840";"   15040";"   14800";"    5025";"    4350";"    8720";"    7875";"    3880";"    3265";"   20380";"   15590";"    8370";"    2390";"    4840";"     1.9";"       .";"       .";"       ."
"1481";"BU03639400";"Buurt     ";"BU03639400";"    2215";"    1070";"    1145";"     545";"     510";"     650";"     475";"      45";"     260";"    1485";"     865";"     325";"     110";"     440";"     2.5";"       .";"       .";"       ."
"1482";"BU03639401";"Buurt     ";"BU03639401";"    3655";"    1865";"    1785";"     475";"     495";"    1205";"    1060";"     425";"     425";"    2700";"    1890";"     960";"     330";"     605";"     1.9";"       .";"       .";"       ."
"1483";"BU03639402";"Buurt     ";"BU03639402";"    2285";"    1090";"    1195";"     370";"     320";"     485";"     670";"     450";"     175";"    1840";"    1260";"     700";"     170";"     400";"     1.8";"       .";"       .";"       ."
"1484";"BU03639403";"Buurt     ";"BU03639403";"    2870";"    1390";"    1475";"     450";"     325";"     835";"     750";"     520";"     235";"    2075";"    1735";"    1115";"     185";"     445";"     1.7";"       .";"       .";"       ."
"1485";"BU03639404";"Buurt     ";"BU03639404";"    1015";"     490";"     520";"     180";"     165";"     210";"     300";"     165";"      85";"     670";"     460";"     200";"      85";"     185";"     2.2";"       .";"       .";"       ."
"1486";"BU03639405";"Buurt     ";"BU03639405";"    2370";"    1200";"    1165";"     430";"     405";"     795";"     585";"     160";"     225";"    1750";"    1305";"     770";"     170";"     375";"     1.8";"       .";"       .";"       ."
"1487";"BU03639406";"Buurt     ";"BU03639406";"    1370";"     695";"     675";"     350";"     185";"     530";"     265";"      45";"     115";"    1000";"     560";"     200";"      95";"     275";"     2.4";"       .";"       .";"       ."
"1488";"BU03639407";"Buurt     ";"BU03639407";"    1430";"     690";"     735";"     265";"     280";"     380";"     410";"     105";"     100";"    1115";"     605";"     245";"      85";"     285";"     2.3";"       .";"       .";"       ."
"1489";"BU03639408";"Buurt     ";"BU03639408";"    1730";"     825";"     905";"     335";"     265";"     540";"     475";"     115";"     175";"    1325";"     770";"     340";"     115";"     320";"     2.2";"       .";"       .";"       ."
"1490";"BU03639409";"Buurt     ";"BU03639409";"    3145";"    1690";"    1450";"     265";"     385";"     770";"     750";"     980";"     615";"    1045";"    1920";"    1150";"     490";"     290";"     1.6";"       .";"       .";"       ."
"1491";"BU03639410";"Buurt     ";"BU03639410";"    2240";"    1185";"    1050";"     305";"     255";"     515";"     675";"     495";"     310";"    1270";"    1250";"     750";"     190";"     320";"     1.8";"       .";"       .";"       ."
"1492";"BU03639411";"Buurt     ";"BU03639411";"     650";"     315";"     335";"     185";"      70";"     300";"      95";"       5";"      60";"     460";"     255";"      75";"      50";"     145";"     2.5";"       .";"       .";"       ."
"1493";"BU03639412";"Buurt     ";"BU03639412";"    1775";"     955";"     815";"     320";"     225";"     490";"     615";"     125";"      75";"    1530";"    1025";"     650";"     100";"     285";"     1.7";"       .";"       .";"       ."
"1494";"BU03639413";"Buurt     ";"BU03639413";"    3075";"    1550";"    1525";"     560";"     480";"    1020";"     765";"     255";"     435";"    2120";"    1655";"     920";"     245";"     495";"     1.9";"       .";"       .";"       ."
"1495";"WK036395  ";"Wijk      ";"WK036395  ";"    3065";"    1605";"    1460";"     385";"     265";"     985";"     780";"     655";"     655";"    1090";"    1840";"    1050";"     430";"     370";"     1.7";"       .";"       .";"       ."
"1496";"BU03639500";"Buurt     ";"BU03639500";"    3010";"    1575";"    1430";"     380";"     255";"     980";"     760";"     645";"     650";"    1080";"    1815";"    1040";"     425";"     360";"     1.7";"       .";"       .";"       ."
"1497";"BU03639501";"Buurt     ";"BU03639501";"      20";"      10";"      10";"       0";"       5";"       0";"      15";"       0";"       0";"       5";"      10";"       5";"       5";"       5";"     2.1";"       .";"       .";"       ."
"1498";"BU03639502";"Buurt     ";"BU03639502";"      35";"      15";"      15";"       5";"      10";"       5";"      10";"      10";"       5";"       5";"      15";"      10";"       5";"      10";"     2.1";"       .";"       .";"       ."
"1499";"WK036396  ";"Wijk      ";"WK036396  ";"   18115";"    8695";"    9420";"    3075";"    2280";"    4765";"    4790";"    3215";"    1780";"   11465";"    9090";"    4505";"    1525";"    3070";"     2.0";"       .";"       .";"       ."
"1500";"BU03639600";"Buurt     ";"BU03639600";"    2850";"    1295";"    1550";"     615";"     440";"     595";"     685";"     520";"     170";"    2110";"    1440";"     800";"     125";"     520";"     2.0";"       .";"       .";"       ."
"1501";"BU03639601";"Buurt     ";"BU03639601";"    4245";"    1940";"    2300";"     865";"     625";"    1080";"    1155";"     530";"     285";"    3260";"    2030";"     945";"     265";"     825";"     2.1";"       .";"       .";"       ."
"1502";"BU03639602";"Buurt     ";"BU03639602";"    2505";"    1220";"    1280";"     370";"     235";"     605";"     590";"     710";"     340";"    1100";"    1170";"     425";"     340";"     410";"     2.1";"       .";"       .";"       ."
"1503";"BU03639603";"Buurt     ";"BU03639603";"    1995";"    1035";"     955";"     280";"     235";"     665";"     595";"     225";"     235";"    1280";"    1020";"     545";"     180";"     300";"     1.8";"       .";"       .";"       ."
"1504";"BU03639604";"Buurt     ";"BU03639604";"    1535";"     755";"     780";"     185";"     195";"     460";"     430";"     275";"     190";"     930";"     920";"     590";"     135";"     205";"     1.6";"       .";"       .";"       ."
"1505";"BU03639605";"Buurt     ";"BU03639605";"    2440";"    1175";"    1265";"     355";"     310";"     675";"     660";"     450";"     250";"    1540";"    1310";"     700";"     205";"     415";"     1.9";"       .";"       .";"       ."
"1506";"BU03639606";"Buurt     ";"BU03639606";"    2535";"    1260";"    1275";"     405";"     250";"     690";"     685";"     515";"     315";"    1250";"    1195";"     510";"     280";"     410";"     2.1";"       .";"       .";"       ."
"1507";"WK036397  ";"Wijk      ";"WK036397  ";"   11230";"    5580";"    5650";"    1740";"    1330";"    3020";"    3310";"    1840";"    1345";"    5895";"    5550";"    2535";"    1125";"    1895";"     2.0";"       .";"       .";"       ."
"1508";"BU03639700";"Buurt     ";"BU03639700";"    2960";"    1485";"    1470";"     475";"     405";"     875";"     785";"     425";"     350";"    1855";"    1650";"     995";"     215";"     445";"     1.7";"       .";"       .";"       ."
"1509";"BU03639701";"Buurt     ";"BU03639701";"    1665";"     800";"     865";"     310";"     235";"     525";"     480";"     125";"     165";"    1200";"     855";"     435";"     115";"     310";"     1.9";"       .";"       .";"       ."
"1510";"BU03639702";"Buurt     ";"BU03639702";"    3245";"    1650";"    1595";"     450";"     375";"     715";"    1060";"     660";"     455";"    1110";"    1405";"     420";"     445";"     545";"     2.3";"       .";"       .";"       ."
"1511";"BU03639703";"Buurt     ";"BU03639703";"    3355";"    1635";"    1715";"     510";"     325";"     910";"     985";"     630";"     380";"    1735";"    1635";"     685";"     360";"     600";"     2.0";"       .";"       .";"       ."
"1512";"WK036398  ";"Wijk      ";"WK036398  ";"    1625";"     780";"     845";"     305";"     185";"     365";"     490";"     285";"     165";"     195";"     685";"     200";"     195";"     295";"     2.4";"       .";"       .";"       ."
"1513";"BU03639800";"Buurt     ";"BU03639800";"    1480";"     700";"     780";"     265";"     165";"     335";"     450";"     275";"     150";"     185";"     645";"     195";"     185";"     270";"     2.3";"       .";"       .";"       ."
"1514";"BU03639801";"Buurt     ";"BU03639801";"     140";"      75";"      60";"      45";"      20";"      30";"      40";"      10";"      15";"      10";"      40";"       5";"      10";"      30";"     3.5";"       .";"       .";"       ."
