"ID";"WijkenEnBuurten";"Gemeentenaam_1";"SoortRegio_2";"Codering_3";"IndelingswijzigingWijkenEnBuurten_4";"AantalInwoners_5";"Mannen_6";"Vrouwen_7";"k_0Tot15Jaar_8";"k_15Tot25Jaar_9";"k_25Tot45Jaar_10";"k_45Tot65Jaar_11";"k_65JaarOfOuder_12";"Ongehuwd_13";"Gehuwd_14";"Gescheiden_15";"Verweduwd_16";"WestersTotaal_17";"NietWestersTotaal_18";"Marokko_19";"NederlandseAntillenEnAruba_20";"Suriname_21";"Turkije_22";"OverigNietWesters_23";"GeboorteTotaal_24";"GeboorteRelatief_25";"SterfteTotaal_26";"SterfteRelatief_27";"HuishoudensTotaal_28";"Eenpersoonshuishoudens_29";"HuishoudensZonderKinderen_30";"HuishoudensMetKinderen_31";"GemiddeldeHuishoudensgrootte_32";"Bevolkingsdichtheid_33";"Woningvoorraad_34";"GemiddeldeWoningwaarde_35";"PercentageEengezinswoning_36";"PercentageMeergezinswoning_37";"PercentageBewoond_38";"PercentageOnbewoond_39";"Koopwoningen_40";"HuurwoningenTotaal_41";"InBezitWoningcorporatie_42";"InBezitOverigeVerhuurders_43";"EigendomOnbekend_44";"BouwjaarVoor2000_45";"BouwjaarVanaf2000_46";"GemiddeldElektriciteitsverbruikTotaal_47";"Appartement_48";"Tussenwoning_49";"Hoekwoning_50";"TweeOnderEenKapWoning_51";"VrijstaandeWoning_52";"Huurwoning_53";"EigenWoning_54";"GemiddeldAardgasverbruikTotaal_55";"Appartement_56";"Tussenwoning_57";"Hoekwoning_58";"TweeOnderEenKapWoning_59";"VrijstaandeWoning_60";"Huurwoning_61";"EigenWoning_62";"PercentageWoningenMetStadsverwarming_63";"OpleidingsniveauLaag_64";"OpleidingsniveauMiddelbaar_65";"OpleidingsniveauHoog_66";"Nettoarbeidsparticipatie_67";"PercentageWerknemers_68";"PercentageZelfstandigen_69";"AantalInkomensontvangers_70";"GemiddeldInkomenPerInkomensontvanger_71";"GemiddeldInkomenPerInwoner_72";"k_40PersonenMetLaagsteInkomen_73";"k_20PersonenMetHoogsteInkomen_74";"GemGestandaardiseerdInkomenVanHuish_75";"k_40HuishoudensMetLaagsteInkomen_76";"k_20HuishoudensMetHoogsteInkomen_77";"HuishoudensMetEenLaagInkomen_78";"HuishOnderOfRondSociaalMinimum_79";"HuishoudensTot110VanSociaalMinimum_80";"HuishoudensTot120VanSociaalMinimum_81";"MediaanVermogenVanParticuliereHuish_82";"PersonenPerSoortUitkeringBijstand_83";"PersonenPerSoortUitkeringAO_84";"PersonenPerSoortUitkeringWW_85";"PersonenPerSoortUitkeringAOW_86";"JongerenMetJeugdzorgInNatura_87";"PercentageJongerenMetJeugdzorg_88";"WmoClienten_89";"WmoClientenRelatief_90";"BedrijfsvestigingenTotaal_91";"ALandbouwBosbouwEnVisserij_92";"BFNijverheidEnEnergie_93";"GIHandelEnHoreca_94";"HJVervoerInformatieEnCommunicatie_95";"KLFinancieleDienstenOnroerendGoed_96";"MNZakelijkeDienstverlening_97";"RUCultuurRecreatieOverigeDiensten_98";"PersonenautoSTotaal_99";"PersonenautoSBrandstofBenzine_100";"PersonenautoSOverigeBrandstof_101";"PersonenautoSPerHuishouden_102";"PersonenautoSNaarOppervlakte_103";"Motorfietsen_104";"AfstandTotHuisartsenpraktijk_105";"AfstandTotGroteSupermarkt_106";"AfstandTotKinderdagverblijf_107";"AfstandTotSchool_108";"ScholenBinnen3Km_109";"OppervlakteTotaal_110";"OppervlakteLand_111";"OppervlakteWater_112";"MeestVoorkomendePostcode_113";"Dekkingspercentage_114";"MateVanStedelijkheid_115";"Omgevingsadressendichtheid_116"
"1079";"BU03632501";"Amsterdam                               ";"Buurt     ";"BU03632501";"1";"    3805";"    1880";"    1920";"     385";"     355";"    1900";"     825";"     350";"    2830";"     660";"     280";"      45";"    1015";"     750";"     110";"      30";"     160";"      80";"     375";"      60";"      16";"      15";"       4";"    2425";"    1485";"     560";"     375";"     1.6";"   27922";"    2362";"     413";"       0";"     100";"      92";"       8";"      29";"      70";"      28";"      42";"       1";"      89";"      11";"    1770";"    1770";"       .";"       .";"       .";"       .";"    1640";"    2060";"     800";"     800";"       .";"       .";"       .";"       .";"     780";"     830";"       .";"     680";"     720";"    1990";"      76";"      80";"      20";"    3300";"    45.3";"    39.4";"    31.4";"    33.9";"    35.3";"    48.7";"    20.0";"    11.9";"    11.6";"    14.3";"    16.5";"    12.3";"     160";"     130";"      60";"     310";"      50";"     8.9";"     170";"      45";"     605";"       0";"      40";"      85";"      80";"      35";"     235";"     130";"    1060";"     805";"     255";"     0.4";"    7786";"     100";"     0.2";"     0.2";"     0.1";"     0.2";"    40.2";"      14";"      14";"       0";"      1073";"       1";"       1";"   11637"
"1080";"BU03632502";"Amsterdam                               ";"Buurt     ";"BU03632502";"1";"    2435";"    1165";"    1265";"     245";"     250";"    1030";"     580";"     335";"    1760";"     405";"     190";"      90";"     580";"     640";"     165";"      25";"     135";"      50";"     265";"      30";"      14";"      20";"       8";"    1430";"     850";"     310";"     265";"     1.6";"   19679";"    1399";"     393";"       0";"     100";"      93";"       7";"      23";"      77";"      39";"      38";"       0";"     100";"       0";"    1750";"    1750";"       .";"       .";"       .";"       .";"    1660";"    2010";"     840";"     840";"       .";"       .";"       .";"       .";"     830";"     870";"       .";"     340";"     440";"    1250";"      71";"      80";"      20";"    2000";"    39.0";"    33.9";"    37.4";"    26.5";"    30.7";"    52.0";"    16.2";"    13.5";"    12.9";"    17.5";"    20.3";"     9.4";"     120";"     110";"      40";"     300";"      40";"     9.9";"     160";"      66";"     440";"       0";"      20";"      65";"      55";"      30";"     165";"     100";"     455";"     375";"      80";"     0.3";"    3661";"      50";"     0.2";"     0.2";"     0.1";"     0.3";"    42.4";"      13";"      12";"       0";"      1072";"       1";"       1";"   10313"
"1081";"BU03632503";"Amsterdam                               ";"Buurt     ";"BU03632503";"1";"    3515";"    1675";"    1840";"     345";"     360";"    1665";"     740";"     420";"    2595";"     610";"     240";"      80";"     855";"     695";"     150";"      30";"     125";"      75";"     320";"      45";"      13";"      15";"       5";"    2220";"    1370";"     515";"     335";"     1.6";"   23994";"    2129";"     395";"       0";"     100";"      94";"       6";"      31";"      69";"      23";"      46";"       0";"      98";"       2";"    1690";"    1690";"       .";"       .";"       .";"       .";"    1610";"    1860";"     810";"     810";"       .";"       .";"       .";"       .";"     810";"     830";"       .";"     440";"     710";"    1870";"      74";"      79";"      21";"    3000";"    42.1";"    36.4";"    33.7";"    31.7";"    32.8";"    50.9";"    18.1";"    10.4";"    11.6";"    15.1";"    18.0";"    15.7";"     100";"     120";"      70";"     370";"      40";"     7.4";"     230";"      65";"     540";"       0";"      25";"     110";"      75";"      30";"     200";"     105";"     750";"     615";"     135";"     0.3";"    5110";"      85";"     0.4";"     0.2";"     0.1";"     0.5";"    43.1";"      16";"      15";"       1";"      1072";"       1";"       1";"    9468"
"1082";"WK036326  ";"Amsterdam                               ";"Wijk      ";"WK036326  ";"1";"    8195";"    3930";"    4265";"     930";"     870";"    2830";"    2265";"    1310";"    5390";"    1665";"     925";"     230";"    1565";"    2830";"     815";"      90";"     585";"     320";"    1020";"     110";"      13";"      55";"       7";"    4860";"    2815";"     975";"    1065";"     1.7";"   23233";"    4584";"     376";"       2";"      98";"      97";"       3";"      14";"      86";"      69";"      16";"       0";"      98";"       2";"    1660";"    1650";"    2280";"    2450";"       .";"       .";"    1610";"    1900";"     930";"     920";"    1290";"    1130";"       .";"       .";"     930";"     930";"       .";"    1480";"    1830";"    3460";"      63";"      79";"      21";"    6900";"    30.7";"    26.2";"    46.0";"    17.4";"    25.9";"    61.6";"    10.8";"    18.0";"    19.3";"    25.4";"    29.7";"     3.7";"     630";"     500";"     140";"    1190";"     160";"    10.5";"     905";"     110";"    1010";"       0";"      70";"     145";"     155";"      45";"     335";"     265";"    1580";"    1295";"     280";"     0.3";"    4471";"     200";"     0.4";"     0.3";"     0.2";"     0.5";"    38.6";"      39";"      35";"       4";"         .";"       .";"       1";"   10576"
"1083";"BU03632600";"Amsterdam                               ";"Buurt     ";"BU03632600";"1";"    3140";"    1525";"    1610";"     385";"     375";"    1055";"     855";"     480";"    2105";"     645";"     310";"      85";"     600";"    1145";"     350";"      40";"     220";"     105";"     430";"      40";"      13";"      20";"       6";"    1815";"    1040";"     345";"     425";"     1.7";"   22788";"    1679";"     374";"       4";"      96";"      98";"       2";"      16";"      84";"      65";"      19";"       0";"     100";"       0";"    1650";"    1620";"    2330";"    2450";"       .";"       .";"    1580";"    1970";"     950";"     940";"    1310";"    1130";"       .";"       .";"     940";"    1010";"       .";"     670";"     890";"     970";"      62";"      79";"      21";"    2600";"    30.2";"    25.4";"    47.5";"    17.0";"    25.7";"    62.1";"    11.4";"    19.6";"    19.9";"    27.1";"    30.9";"     2.9";"     250";"     180";"      40";"     440";"      60";"     9.3";"     330";"     105";"     390";"       0";"      30";"      55";"      65";"      25";"     125";"      90";"     615";"     490";"     125";"     0.3";"    4456";"      80";"     0.5";"     0.3";"     0.2";"     0.7";"    39.6";"      17";"      14";"       3";"      1074";"       1";"       1";"    9954"
"1084";"BU03632601";"Amsterdam                               ";"Buurt     ";"BU03632601";"1";"    2805";"    1315";"    1485";"     285";"     310";"    1005";"     775";"     440";"    1840";"     580";"     315";"      80";"     540";"     925";"     275";"      30";"     200";"     120";"     305";"      35";"      13";"      20";"       9";"    1670";"     960";"     355";"     355";"     1.7";"   23920";"    1587";"     373";"       0";"     100";"      97";"       3";"      14";"      86";"      67";"      19";"       0";"      95";"       5";"    1710";"    1700";"       .";"       .";"       .";"       .";"    1680";"    1830";"     910";"     900";"       .";"       .";"       .";"       .";"     920";"     840";"       .";"     470";"     530";"    1370";"      63";"      79";"      21";"    2400";"    31.9";"    27.5";"    44.2";"    18.7";"    26.7";"    60.2";"    10.6";"    16.9";"    18.4";"    23.4";"    27.8";"     4.0";"     200";"     190";"      50";"     410";"      50";"    10.2";"     325";"     116";"     340";"       0";"      20";"      55";"      45";"      10";"     115";"      90";"     560";"     465";"      95";"     0.3";"    4774";"      55";"     0.5";"     0.3";"     0.2";"     0.4";"    38.2";"      12";"      12";"       0";"      1073";"       1";"       1";"   10953"
"1085";"BU03632602";"Amsterdam                               ";"Buurt     ";"BU03632602";"1";"    2250";"    1080";"    1165";"     265";"     190";"     775";"     640";"     395";"    1445";"     445";"     300";"      70";"     425";"     760";"     190";"      20";"     170";"     100";"     290";"      30";"      14";"      10";"       6";"    1370";"     810";"     275";"     285";"     1.6";"   23035";"    1318";"     382";"       0";"     100";"      97";"       3";"      13";"      87";"      78";"       9";"       0";"     100";"       0";"    1610";"    1610";"       .";"       .";"       .";"       .";"    1570";"    1880";"     920";"     920";"       .";"       .";"       .";"       .";"     920";"     940";"       .";"     360";"     450";"    1060";"      63";"      79";"      21";"    1900";"    30.0";"    25.9";"    46.1";"    16.5";"    25.3";"    62.8";"    10.2";"    17.4";"    19.6";"    25.7";"    30.2";"     4.5";"     180";"     140";"      40";"     350";"      50";"    13.0";"     250";"     111";"     280";"       0";"      20";"      35";"      45";"       5";"      95";"      80";"     405";"     340";"      65";"     0.3";"    4131";"      60";"     0.3";"     0.4";"     0.3";"     0.3";"    37.8";"      10";"      10";"       0";"      1073";"       1";"       1";"   10940"
"1086";"WK036327  ";"Amsterdam                               ";"Wijk      ";"WK036327  ";"1";"    5830";"    2955";"    2870";"     675";"     785";"    2665";"    1195";"     515";"    4270";"    1130";"     360";"      80";"    1425";"    1120";"     235";"      45";"     185";"     100";"     560";"      75";"      13";"      20";"       3";"    3605";"    2205";"     795";"     600";"     1.6";"   15771";"    3008";"     474";"       1";"      99";"      94";"       6";"      39";"      61";"      27";"      35";"       0";"      91";"       9";"    1910";"    1900";"    3630";"       .";"       .";"       .";"    1660";"    2300";"     880";"     870";"    1560";"       .";"       .";"       .";"     790";"    1020";"       .";"     510";"    1130";"    3410";"      74";"      77";"      23";"    4700";"    48.1";"    40.9";"    30.7";"    38.1";"    37.7";"    43.6";"    25.2";"     9.9";"     9.2";"    12.5";"    15.0";"    20.7";"     150";"     120";"     100";"     460";"      80";"     6.5";"     215";"      37";"    1110";"       0";"      25";"     120";"     175";"     100";"     440";"     255";"    1240";"     950";"     285";"     0.3";"    3349";"     130";"     0.5";"     0.4";"     0.2";"     0.4";"    42.6";"      45";"      37";"       8";"         .";"       .";"       1";"    9479"
"1087";"BU03632700";"Amsterdam                               ";"Buurt     ";"BU03632700";"1";"    2005";"    1020";"     980";"     235";"     220";"     985";"     420";"     155";"    1480";"     400";"     105";"      25";"     490";"     260";"      35";"      15";"      50";"      15";"     145";"      25";"      13";"       5";"       2";"    1205";"     700";"     300";"     205";"     1.7";"   17311";"    1105";"     487";"       1";"      99";"      95";"       5";"      46";"      53";"      22";"      31";"       0";"      90";"      10";"    1980";"    1960";"    4440";"       .";"       .";"       .";"    1680";"    2290";"     950";"     950";"    1440";"       .";"       .";"       .";"     860";"    1030";"       .";"     120";"     380";"    1230";"      81";"      78";"      22";"    1700";"    52.7";"    44.8";"    27.8";"    40.8";"    40.3";"    41.8";"    28.0";"     8.5";"     7.5";"    10.0";"    11.6";"    50.4";"      30";"      30";"      30";"     130";"      20";"     5.6";"      50";"      25";"     415";"       0";"       5";"      55";"      50";"      45";"     175";"      85";"     390";"     310";"      80";"     0.3";"    3359";"      35";"     0.5";"     0.3";"     0.1";"     0.4";"    47.8";"      14";"      12";"       3";"      1091";"       1";"       1";"    9898"
"1088";"BU03632701";"Amsterdam                               ";"Buurt     ";"BU03632701";"1";"    3300";"    1675";"    1625";"     405";"     280";"    1540";"     730";"     355";"    2330";"     700";"     225";"      55";"     725";"     635";"     145";"      25";"     120";"      55";"     290";"      45";"      15";"      10";"       4";"    1965";"    1120";"     485";"     355";"     1.7";"   17906";"    1783";"     476";"       1";"      99";"      94";"       6";"      36";"      63";"      24";"      39";"       0";"      90";"      10";"    1960";"    1940";"    3350";"       .";"       .";"       .";"    1750";"    2300";"     860";"     850";"    1600";"       .";"       .";"       .";"     780";"    1010";"       .";"     320";"     540";"    1960";"      77";"      76";"      24";"    2800";"    47.9";"    40.7";"    29.3";"    39.4";"    38.4";"    40.4";"    25.9";"     9.2";"     9.2";"    12.5";"    15.3";"    22.2";"      90";"      70";"      60";"     320";"      55";"     9.3";"     145";"      44";"     650";"       0";"      20";"      55";"     110";"      50";"     250";"     165";"     820";"     620";"     200";"     0.4";"    4434";"      95";"     0.5";"     0.4";"     0.2";"     0.4";"    39.7";"      24";"      18";"       5";"      1091";"       1";"       1";"    9241"
"1089";"BU03632702";"Amsterdam                               ";"Buurt     ";"BU03632702";"1";"     520";"     255";"     265";"      40";"     290";"     145";"      50";"      10";"     465";"      35";"      30";"       0";"     210";"     230";"      60";"       5";"      20";"      25";"     125";"       0";"       2";"       0";"       2";"     430";"     385";"       5";"      35";"     1.2";"    7523";"     120";"     338";"       0";"     100";"      97";"       3";"       0";"     100";"     100";"       0";"       0";"     100";"       0";"     810";"     810";"       .";"       .";"       .";"       .";"     810";"       .";"     610";"     610";"       .";"       .";"       .";"       .";"     610";"       .";"       .";"      90";"     280";"     150";"      31";"       .";"       .";"     200";"    20.0";"    17.1";"    65.9";"     5.2";"    16.4";"    84.0";"     2.4";"    30.8";"    23.1";"    33.8";"    38.5";"     0.0";"      30";"      20";"      10";"       0";"       .";"       .";"      20";"      38";"      45";"       0";"       0";"       5";"      15";"       0";"      15";"      10";"      30";"      25";"       5";"     0.1";"     447";"       5";"     0.3";"     0.4";"     0.4";"     0.6";"    40.9";"       7";"       7";"       0";"      1091";"       1";"       1";"    9104"
"1090";"WK036328  ";"Amsterdam                               ";"Wijk      ";"WK036328  ";"1";"   10855";"    5400";"    5450";"    1265";"    1120";"    4560";"    2680";"    1245";"    7530";"    2170";"     935";"     230";"    2040";"    3775";"    1065";"     105";"     815";"     510";"    1280";"     145";"      13";"      70";"       7";"    6490";"    3900";"    1335";"    1250";"     1.7";"   15027";"    6156";"     388";"       1";"      99";"      95";"       5";"      26";"      74";"      56";"      18";"       0";"      94";"       6";"    1690";"    1680";"    3580";"       .";"    1650";"       .";"    1620";"    1880";"     810";"     800";"    1970";"       .";"     580";"       .";"     810";"     810";"       .";"    1770";"    2090";"    5350";"      69";"      80";"      20";"    9100";"    35.9";"    30.6";"    40.7";"    24.8";"    29.2";"    56.1";"    15.2";"    16.3";"    15.8";"    21.0";"    24.1";"     5.9";"     680";"     480";"     160";"    1100";"     190";"     9.6";"     915";"      84";"    1610";"       0";"      80";"     210";"     230";"      80";"     550";"     465";"    2005";"    1590";"     410";"     0.3";"    2773";"     225";"     0.2";"     0.3";"     0.2";"     0.3";"    40.3";"      75";"      72";"       3";"         .";"       .";"       1";"    8400"
